marker_ID,BE,EC,Fib,LE,Leu,SM
EIF3A,0.0,0.0,0.0,0.8355684012583712,0.0,0.0
EIF4B,0.0,0.0,0.0,0.7359575959655906,0.0,0.0
FBLN1,0.0,0.0,3.3900447684799824,0.0,0.0,0.0
DCN,0.0,0.0,3.152122141657923,0.0,0.0,0.0
APOD,0.0,0.0,3.0606927697133846,0.0,0.0,0.0
CFD,0.0,0.0,3.3042328093527176,0.0,0.0,0.0
PTGDS,0.0,0.0,3.2444103926974064,0.0,0.0,0.0
MGP,0.0,0.8888150567535843,3.307380823932079,0.0,0.0,2.1374693460031478
IGFBP5,0.0,0.0,2.8558494621225394,0.0,0.0,2.2008050635765324
PTGS2,0.0,0.0,2.3291919392280636,0.0,0.0,0.0
LUM,0.0,0.0,2.065172378883667,0.0,0.0,0.0
SERPINF1,0.0,0.0,2.370454271702714,0.0,0.0,0.0
PTN,0.0,0.0,2.118375410907386,0.0,0.0,0.0
GEM,0.0,0.0,2.273868533865215,0.0,0.0,1.737439943835061
IL6,0.0,0.0,1.433485359219429,0.0,0.0,0.0
C1R,0.0,0.0,2.0812635641366652,0.0,0.0,0.0
C1S,0.0,0.0,2.0264221437388743,0.0,0.0,0.0
MMP2,0.0,0.0,1.7633177095302135,0.0,0.0,0.0
SERPING1,0.0,0.0,1.9778539472629324,0.0,0.0,1.4417770938026746
MGST1,0.0,0.0,2.199787253096744,1.3311751934358045,0.0,0.0
SERPINE2,0.0,0.0,1.4293616724303813,0.0,0.0,0.0
COL6A2,0.0,0.0,1.7651387469381417,0.0,0.0,1.5787203771970482
AKAP12,0.0,0.0,1.7676798764615018,0.0,0.0,1.643605241651283
MFAP4,0.0,0.0,1.4543172413712409,0.0,0.0,0.0
EMP3,0.0,0.0,1.6879911009624728,0.0,1.6112002391608964,0.0
PLPP3,0.0,1.2244680397215464,1.757981419768158,0.0,0.0,0.0
IGFBP2,1.1231570319162358,0.0,2.1987385526049295,0.0,0.0,0.0
FGF7,0.0,0.0,1.3636206539274063,0.0,0.0,0.0
AKR1C1,0.0,0.0,1.2626676978874807,0.0,0.0,0.0
GSN,0.0,1.5112038100097556,2.0903823330862723,0.0,0.0,1.6070699659634702
RHOBTB3,0.0,0.0,1.514327607900455,0.0,0.0,0.0
TFPI,0.0,0.0,1.4862878880831194,0.0,0.0,0.0
RND3,0.0,0.0,1.6794964795496947,0.0,0.0,0.0
TNFAIP6,0.0,0.0,0.329754286368842,0.0,0.0,0.0
FGF2,0.0,0.0,0.9892025992009138,0.0,0.0,0.0
CLMP,0.0,0.0,1.2609613569237805,0.0,0.0,0.0
LTBP4,0.0,0.0,1.3839011071463019,0.0,0.0,0.0
IGFBP4,0.0,1.2022554841272197,1.6929198420254052,0.0,0.0,1.6208696417222637
DNAJB9,0.0,0.0,1.553841524711153,0.0,0.0,0.0
RARRES2,0.0,0.0,1.4044439950271355,0.0,0.0,0.0
HSD11B1,0.0,0.0,0.7325360882521867,0.0,0.0,0.0
S100A4,0.0,0.0,1.364099283497402,0.0,1.0200799489590069,1.3283106040543917
PDPN,0.0,0.0,1.1758759526478744,0.0,0.0,0.0
BNIP3L,0.0,0.0,1.4107003336280903,0.0,0.0,0.0
PRRX1,0.0,0.0,1.1728487684952897,0.0,0.0,0.0
GYPC,0.0,0.0,1.205376777545173,0.0,0.0,0.0
FGFR1,0.0,0.0,1.3921018470180595,0.0,0.0,0.0
IL32,0.0,0.0,1.1536039958884383,0.0,0.0,0.0
GPM6B,0.0,0.0,1.0197400002398211,0.0,0.0,0.0
AEBP1,0.0,0.0,1.0471044172925272,0.0,0.0,0.0
CTSL,0.0,0.0,1.2868461723197648,0.0,0.0,0.0
LMO4,0.0,0.0,1.0737627117048505,0.0,0.0,0.0
COL6A1,0.0,0.0,0.9508921254154759,0.0,0.0,0.0
FSTL1,0.0,0.0,1.256972363967289,0.0,0.0,0.0
SDC2,0.0,0.0,1.1270445992416114,0.0,0.0,0.0
HEL-S-42,0.0,0.0,0.598001075427337,0.0,0.0,0.0
AHCYL1,0.0,0.0,1.2842113846697374,0.0,0.0,0.7843899130756345
MPZL1,0.0,0.0,1.1665772812735695,0.0,0.0,0.0
NBL1,0.0,0.0,1.5284769087486763,1.187971836826773,0.0,0.0
CALU,0.0,0.0,1.244502280780048,0.0,0.0,0.0
GC20,0.0,0.0,1.3834731850202604,0.0,0.0,0.8858811574180246
UFM1,0.0,0.0,1.3323191052180974,0.0,0.0,0.0
PRNP,0.0,0.0,1.366743043931145,0.0,0.0,0.0
AXL,0.0,0.0,0.8621456440945842,0.0,0.0,0.3533311762004854
ATP2B1,0.0,0.0,0.7029606184190458,0.0,0.0,0.0
REEP5,0.0,0.0,1.3442951107723364,0.8913362302982122,0.0,0.0
TCEAL9,0.0,1.3132539872478226,1.5050245594028984,0.0,0.0,1.3248476309312196
LIMS1,0.0,0.0,0.9715095819879296,0.0,0.0,0.0
LGALS3BP,0.0,0.0,1.0047288423932104,0.0,0.0,0.0
BTG3,1.433245953222173,0.0,1.6358611523784745,0.0,0.0,0.0
PGRMC1,0.0,0.0,1.156543455602304,0.0,0.0,0.0
GSTM3,0.0,0.0,0.72903042242379,0.0,0.0,0.0
FUNDC2,0.0,0.0,1.1080687068203787,0.0,0.0,0.0
UAP1,0.0,0.0,0.9339459859118683,0.0,0.0,0.0
IPLA2,0.0,0.0,1.0706090287325136,0.0,0.0,0.0
DDX24,0.0,0.0,1.2374990176543426,0.0,0.0,0.0
EIF5A,0.0,0.0,1.0157963478678487,0.0,0.0,0.0
GABARAPL1,0.0,0.0,1.2808497968645103,0.5584671911742903,0.0,1.1100248614087107
JAK1,0.0,0.9498927639286155,1.2497143906622752,0.0,0.0,0.0
ARL5A,0.0,0.0,0.8200196289705604,0.0,0.0,0.0
KDELR2,0.0,1.0326149549101387,1.3200675050679234,1.0130232276160436,0.0,0.0
S100A13,0.0,1.110231559406228,1.1546814216615882,0.0,0.0,0.0
RCN1,0.0,0.0,0.723910287771828,0.0,0.0,0.0
PTP4A1,0.0,0.0,1.0503729679042562,0.0,0.0,0.0
SSR3,0.0,0.0,1.0686363290606105,0.780068970591463,0.682205824406723,0.0
WTAP,0.0,0.0,1.159031700719337,0.7867919753081526,0.0,0.0
PEA15,0.0,0.0,0.822396543073452,0.0,0.0,0.0
PNRC2,0.0,0.9715984147774226,1.2932223493606518,0.7153507826185324,0.0,0.0
SEC62,0.5832662282986526,0.0,1.3579635220362651,1.1228958014292145,0.0,0.0
MYDGF,0.0,0.0,1.1319829527376477,1.117486266040584,0.0,0.0
SELENOS,0.0,0.0,1.1826198289591088,0.8972525950788295,0.0,0.0
FOSB,0.8039407366589117,0.0,1.2069976733791594,0.0,0.0,0.0
APLP2,0.0,0.0,1.2025020673734397,1.005506928173015,0.0,0.0
CHMP4B,0.0,0.9471926696829189,1.3075958042869478,1.2371459865175294,0.0,0.0
LRPAP1,0.0,0.0,0.7990871011234033,0.0,0.0,0.0
HEL-S-269,0.8876811841767243,0.0,1.2953247058147441,0.8701341173059634,0.0,0.0
MTCH1,0.0,0.0,1.1034477329937122,0.738079269762117,0.0,0.0
hEMMPRIN,0.0,0.0,1.0601828466766778,0.0,0.0,0.9163865723677295
NFE2L2,0.0,0.985870717329691,1.1383834367078536,0.0,0.0,0.0
STRAP,0.0,0.0,0.9023588280589624,0.0,0.0,0.0
PDLIM4,0.7110853319097512,0.0,1.1097080223303375,0.0,0.0,0.0
ERH,0.0,0.8741371782376863,1.1038243995755155,0.0,0.0,0.0
SLC3A2,0.0,0.0,0.9004531681581909,0.0,0.0,0.0
C1orf63,0.0,0.8398752787245616,1.0129903112056673,0.0,0.0,0.0
PDIA6,0.8158532503459317,0.0,1.1108178058463358,0.8110691301871302,0.0,0.0
LUC7L3,0.0,0.7461561709147582,0.7669518654293251,0.0,0.0,0.0
TAX1BP1,0.659783780946547,0.0,1.0631781544950192,1.0071438813223939,0.0,0.0
TMEM165,0.8663752047208946,0.0,1.0447328069383461,0.7661295320707887,0.0,0.0
IFI27,0.0,3.0095842746504413,0.0,0.0,0.0,0.0
HMOX1,0.0,2.973438209600081,0.0,0.0,0.0,0.0
ADAMTS9,0.0,2.174352026183774,0.0,0.0,0.0,1.1667945485612705
CLDN5,0.0,1.6971401322413073,0.0,0.0,0.0,0.0
TCF4,0.0,1.7621451798406795,0.0,0.0,0.0,0.0
SELE,0.0,1.2887873196640702,0.0,0.0,0.0,0.0
SPRY1,0.0,1.5915107076201993,0.0,0.0,0.0,0.0
FY,0.0,1.2868170580741043,0.0,0.0,0.0,0.0
CD93,0.0,1.5171005059171891,0.0,0.0,0.0,0.0
stc1,0.0,0.732356603071038,0.0,0.0,0.0,0.0
CD200,0.0,1.4772823103230333,0.0,0.0,0.0,0.0
GNG11,0.0,1.5459492725977049,0.0,0.0,0.0,0.0
PLVAP,0.0,1.2574238092259125,0.0,0.0,0.0,0.0
CALCRL,0.0,1.2750472360431917,0.0,0.0,0.0,0.0
HEL-S-156an,0.0,1.4586073998323004,0.0,0.0,0.0,0.0
HEL70,0.0,1.5414607296722638,0.0,0.0,0.0,0.0
NDRG1,0.0,1.8510369821367774,0.0,1.2668991196690886,0.0,0.0
ICAM1,0.0,1.4142311558979717,0.0,0.0,0.0,0.0
WWTR1,0.0,1.6966953147714867,0.0,0.0,0.0,0.0
EMP1,0.0,2.0779384814344013,1.5980295781572555,0.0,0.0,0.0
ADGRL4,0.0,1.2186999622638175,0.0,0.0,0.0,0.0
CXCL2,0.0,0.7743105394318366,0.0,0.0,0.0,0.0
SPARC,0.0,1.5131204675631076,1.2304905855096753,0.0,0.0,1.4162500303460785
CFLAR,0.0,1.7552048433471295,0.0,0.0,1.2527778496470503,0.0
TPM3,0.0,1.6519579953151955,0.0,0.0,0.7219865138718063,0.0
VWF,0.0,0.9955273824518336,0.0,0.0,0.0,0.0
ECSCR,0.0,1.0780408056101582,0.0,0.0,0.0,0.0
SLC2A3,0.0,1.1396380575250005,0.0,0.0,0.0,0.0
PMP22,0.0,1.2894452426237104,1.2612348881340236,0.0,0.0,0.0
FXYD5,0.0,1.3006480451386917,0.0,0.0,1.189054309391039,0.0
RAI14,0.0,1.0303405945342994,0.0,0.0,0.0,0.0
SOCS3,0.0,1.0416132273710759,0.0,0.0,1.0349732917245915,0.0
RDX,0.0,1.2844633162098549,0.0,0.0,0.0,0.0
CDC37,0.0,1.384255217593597,0.0,0.0,0.0,0.0
ITM2A,0.0,0.6726213948719657,0.0,0.0,0.0,0.0
FKBP1A,0.0,1.5443802933272675,0.0,0.0,0.0,0.0
TXNRD1,1.0192562541421981,1.7227661539853643,0.9858317691880552,0.0,0.0,0.0
CLEC2B,0.0,0.9040261127565248,0.0,0.0,0.7225182671479455,0.0
RAB13,0.0,1.549884274138508,0.0,0.7531262157710132,0.0,0.0
AP1S2,0.0,0.851793348737855,0.0,0.0,0.0,0.0
APP,0.0,1.5054592796385249,0.0,0.0,0.0,0.0
ISG20,0.0,1.3860729101086264,0.0,0.0,0.0,0.0
CDC42EP3,0.0,1.2066817778675096,0.0,0.0,0.0,0.0
PKIG,0.0,0.9786722938629002,0.0,0.0,0.0,0.0
NOP10,0.0,1.4813008939484225,0.0,0.8635000998565381,0.0,0.0
TUBB6,0.0,0.9405813428430712,0.0,0.0,0.0,0.0
CLIC4,0.0,1.2391605996072892,0.0,0.0,0.0,0.0
UBE2J1,0.0,1.1839990794889546,0.0,0.0,0.0,0.0
CRIP2,0.0,0.9298126483285138,0.0,0.0,0.0,0.0
GJA1,0.0,0.933088811688495,0.0,0.0,0.0,0.0
HEL-S-112,1.7705943166819607,1.7809917480691588,0.0,0.0,0.0,0.0
SWAP70,0.0,0.8515445082868442,0.0,0.0,0.0,0.0
ARID5A,0.0,0.8536294646112581,0.0,0.0,0.0,0.0
ETS2,1.616192117406635,1.7413747382055096,0.0,0.0,0.9641442762704151,0.0
SNRPB,1.0372014554802365,1.5409749386656872,1.2305157333516816,0.0,0.0,0.0
GNAI2,0.0,0.7020180357846038,0.0,0.0,0.0,0.0
ENY2,0.0,1.4329144057368801,0.8320489202135894,0.6228493306897727,0.0,0.0
ARPC5L,0.0,1.0966098303844696,0.0,0.0,0.0,0.0
MRPL33,0.0,1.1026619613178856,0.0,0.0,0.0,0.0
PLK2,0.0,0.8399313677900178,0.0,0.0,0.0,0.0
CD55,0.0,1.2887952684760422,1.0193801240675284,0.0,0.0,0.0
STOM,0.0,1.2412162530262445,0.0,0.0,0.0,0.9438292486542276
LUZP1,0.6510665581251565,1.2365589932488597,0.0,0.0,0.0,0.0
MAFG,0.0,1.1021415269650454,0.9886381495197156,0.0,0.0,0.0
EIF3S2,0.0,1.3031385176850254,0.80364452688462,0.0,0.0,0.0
TCEB1,0.0,1.397613492841277,0.9828093627643011,0.0,0.0,1.33739838757132
KMT2E,0.0,1.1353965739064331,0.0,0.0,0.0,0.0
G3BP,0.0,0.9179186423535277,0.0,0.0,0.0,0.0
GCLM,0.0,1.1925376563018104,0.0,0.0,0.0,0.0
ANKRD11,0.0,0.8594616805191189,0.0,0.0,0.0,0.0
PSMA3,0.0,1.0296123100931607,0.0,0.0,0.0,0.0
CCDC85B,0.0,0.882987248708855,0.0,0.0,0.0,0.0
NBDY,0.0,0.9184721006371432,0.0,0.0,0.0,0.0
RBM8,1.229988326812487,1.4370388749623761,1.3159936800470922,0.0,0.0,0.0
RAB11A,0.0,0.9950771237433235,0.0,0.0,0.0,0.0
MGST2,0.8749265944772324,0.9391986831561954,0.0,0.0,0.0,0.0
SPAG9,0.0,1.0151046690520849,0.0,0.0,0.0,0.0
KTN1,0.8448797983362792,1.3625260019419003,0.0,0.9275426400210998,0.0,0.0
RPL22L1,0.0,1.2114781318691914,1.1563445185256902,0.0,0.0,0.0
PSME2,0.0,0.9222305461824187,0.0,0.0,0.0,0.0
EIF2S2,1.0036603850929509,1.2822487302252963,0.0,0.0,0.0,0.0
GADD45GIP1,0.0,1.0046660859931285,0.0,0.0,0.0,0.0
YWHAH,0.0,1.0807597806210159,0.0,0.0,1.0200421510590472,0.0
SRSF4,0.0,1.0012427080981035,0.0,0.0,0.0,0.0
SERPINH1,0.0,1.060100352684453,0.0,0.0,0.0,0.0
ARHGDIA,0.0,0.9253667082326793,0.0,0.0,0.0,0.0
UBE2H,0.0,0.9407416224059697,0.0,0.6695931981367895,0.0,0.0
PSMB3,0.0,0.9909069737592744,0.0,0.0,0.0,0.0
DDX3X,0.0,0.9540307482951991,0.0,0.0,0.0,0.0
BAZ1A,0.0,0.8782253033787623,0.0,0.0,0.0,0.0
YWHAB,0.0,1.231466997725599,1.0565537747201779,0.9873690412380671,0.0,0.0
RANBP1,0.0,0.690077482691017,0.0,0.0,0.0,0.0
RAD23A,0.0,0.9484634123050673,0.0,0.0,0.0,0.0
RBX1,0.0,1.0632779257845613,0.0,0.7514913267564503,0.0,0.0
DAD1,0.0,0.7991746857605762,0.0,0.0,0.0,0.0
CDV3,0.0,1.072474914356699,0.7328918802208421,0.0,0.0,0.0
PSMB5,0.0,0.7336044360065668,0.0,0.0,0.0,0.0
ARHGAP29,0.0,0.8614179572311816,0.0,0.8091634496661917,0.0,0.0
PNN,0.0,0.799831486181647,0.0,0.0,0.0,0.0
TCP1,0.7342274803689421,0.9204115744604795,0.0,0.0,0.0,0.0
C14orf166,0.0,0.9324822381687068,0.0,0.0,0.0,0.0
JMJD1C,1.0537450108095938,1.0755363687429425,0.0,0.0,0.0,0.0
PSME1,0.0,0.9001604874894468,0.0,0.0,0.0,0.0
ANP32B,0.0,0.7925610846464141,0.0,0.0,0.0,0.0
DDX17,0.0,1.0496959776311259,0.8206587897637527,1.0096693108926782,0.0,0.0
BCAP31,0.0,0.566295689370234,0.0,0.0,0.0,0.0
CAPZA2,0.0,0.6629766611706105,0.0,0.0,0.0,0.0
PSMA1,0.0,0.8474528663011862,0.0,0.0,0.0,0.0
SFPQ,0.0,0.7904216357513594,0.0,0.0,0.0,0.0
CCT3,0.0,0.7331045041826483,0.0,0.0,0.0,0.0
PSMA4,0.7401099014717163,0.8005059897456418,0.0,0.0,0.0,0.0
KRT17,4.2667452845893425,0.0,0.0,0.0,0.0,0.0
TACSTD2,3.6288281483174494,0.0,0.0,2.579780509360603,0.0,0.0
KRT19,3.1160106621114165,0.0,0.0,0.9210657660145227,0.0,0.0
KRT15,2.576807624364002,0.0,0.0,0.0,0.0,0.0
S100A2,2.4897738701217573,0.0,0.0,0.0,0.0,0.0
GADD45A,2.8894801363810116,0.0,0.0,0.0,0.0,0.8062395548766541
DST,2.157140251736563,0.0,0.0,0.0,0.0,0.0
SFN,2.366002054480267,0.0,0.0,0.9570731587087993,0.0,0.0
KRT5,1.932134753361494,0.0,0.0,0.0,0.0,0.0
FHL2,2.0728119379391376,0.0,0.0,0.0,0.0,0.0
KRT8,2.3007395982119094,0.0,0.0,1.6261167301251496,0.0,0.0
ERRFI1,2.1235748411681517,0.0,0.0,0.9327096880681955,0.0,0.0
PERP,2.3449498280585237,0.0,0.0,1.623318283324109,0.0,0.0
KRT18,2.265471617379734,0.0,0.0,1.6859172176359793,0.0,0.0
F3,1.567800392605875,0.0,0.0,0.0,0.0,0.0
KLF5,1.9713206908769745,0.0,0.0,1.1401688625366166,0.0,0.0
PHLDA1,2.0781835319982367,0.0,1.4025584917738505,0.0,0.0,1.4364244544044942
TNFRSF12A,2.3029005115362127,0.0,1.6264117765649415,1.3386840997901932,0.0,0.0
HBEGF,1.4205793696383409,0.0,0.0,0.0,0.0,0.0
MTRNR2L1,1.7342902008013894,0.0,0.0,0.0,0.0,0.0
KRT23,1.3477227704623524,0.0,0.0,0.0,0.0,0.0
LIMA1,1.4833128525671628,0.0,0.0,0.0,0.0,0.0
KRT7,1.6431404098671798,0.0,0.0,0.0,0.0,0.0
STK17A,1.497570258651644,0.0,0.0,0.0,0.0,0.0
MYC,1.7980545815075104,0.0,0.7383348261509055,0.0,0.0,1.3871200708694862
WFDC2,1.5563260185185266,0.0,0.0,0.0,0.0,0.0
S100A16,1.889934609759977,1.1674106073090371,0.0,0.0,0.0,0.0
EVA1,1.4073898311469635,0.0,0.0,0.0,0.0,0.0
SLPI,1.3492216162980353,0.0,0.0,0.0,0.0,0.0
EDN1,1.0349320921221516,0.0,0.0,0.0,0.0,0.0
ZFP36L2,1.9270013038572165,0.0,0.0,1.0073645399066897,1.0437384040882876,0.0
CYR61,1.3742949487705034,0.0,0.0,0.0,0.0,0.0
EZR,1.707903227775924,0.0,0.0,1.2016088924550523,0.0,0.0
PRDX5,1.7497938744418873,0.0,0.0,0.8941509495628178,0.87080913221168,0.0
CLU,1.5492744189395689,0.0,1.2568113624660953,0.0,0.0,0.0
PALLD,1.325504892281593,0.0,0.0,0.0,0.0,1.1496294024701768
LAMB3,0.9120807089704733,0.0,0.0,0.0,0.0,0.0
IRF2BP2,1.2731354162935338,0.0,0.0,0.0,0.0,0.0
EHF,1.1138296658037166,0.0,0.0,0.0,0.0,0.0
TGIF1,1.6932485902696746,0.0,1.1943225985673651,0.9043629138316844,0.0,0.0
PLAU,0.7030763399985602,0.0,0.0,0.0,0.0,0.0
S100A14,0.8541245875484638,0.0,0.0,0.0,0.0,0.0
MAST4,1.347536068406054,0.0,0.0,0.0,0.0,0.0
CNN2,0.826569541128078,0.0,0.0,0.0,0.0,0.0
ITGA2,1.1049184970117345,0.0,0.0,0.0,0.0,0.0
H1FX,1.3303968808449147,0.0,0.0,0.0,0.0,0.0
LY6E,1.2169362273250366,0.0,0.0,0.0,0.0,0.0
CSRP1,0.989390188340125,0.0,0.0,0.0,0.0,0.0
FOSL1,0.967475908933535,0.0,0.0,0.0,0.0,0.0
BLVRB,1.110701290337012,0.0,0.0,0.0,0.0,0.0
ADM,0.9208115328601465,0.0,0.0,0.0,0.0,0.0
CAV2,0.6907977235280551,0.0,0.0,0.0,0.0,0.0
PLP2,0.8522463511805605,0.0,0.0,0.0,0.0,0.0
PDLIM5,1.0737789039338477,0.0,0.0,0.8272532039973122,0.0,0.0
TUBA1C,1.0040529212851352,0.0,0.0,0.0,0.0,0.0
HEL107,1.1254177634438123,0.0,0.0,0.0,0.0,0.0
ACTR3,1.1218147276245682,0.0,0.0,0.0,0.0,0.0
ARF6,1.4512637610534584,0.90361112893253,0.0,1.362439513153965,0.0,0.0
SRI,1.1633188031376966,0.0,0.0,0.0,0.0,0.0
FBL,1.0044362396109179,0.0,0.0,0.0,0.0,0.0
CAST,1.2794468398462295,0.0,1.134173037773619,0.801374416238681,0.0,0.0
RSL1D1,1.0785711353149674,0.0,0.0,0.0,0.0,0.0
CD81,1.1599720181348845,0.0,0.0,0.0,1.0769057259658468,0.0
HEL-S-123m,0.9661636958030861,0.0,0.0,0.0,0.0,0.0
NBEAL1,1.1131429415983767,0.0,0.0,0.8709064229404841,0.0,0.0
MTRNR2L10,1.2301315140304432,0.0,0.0,1.1012414065320764,0.0,0.0
SELENOP,0.8854346605932317,0.0,0.0,0.0,0.0,0.0
ACTN4,0.2652163682877339,0.0,0.0,0.0,0.0,0.0
TOP1,0.9994144833096819,0.0,0.0,0.0,0.0,0.0
POLR1D,0.9509204731232931,0.0,0.0,0.0,0.0,0.0
CCT4,1.016599269414437,0.859762426725529,0.0,0.0,0.0,0.0
RGCC,0.9339424273516619,0.6547998001470027,0.0,0.0,0.0,0.0
NUDC,0.9502682922582967,0.0,0.7008143024953926,0.0,0.0,0.0
EIF3D,0.9017804850326027,0.0,0.0,0.0,0.0,0.0
APRT,1.0599180163912805,0.78095008686589,0.0,0.8318380136837205,0.0,0.0
TAF7,1.120968728997895,0.0,0.9930853187071886,0.7546795631300269,0.0,0.0
UQCRFS1,0.8477505459241861,0.0,0.0,0.0,0.0,0.0
TUFM,0.6597305338097093,0.0,0.0,0.0,0.0,0.0
UXT,0.8821248275788172,0.0,0.0,0.8775995148213513,0.0,0.0
MIF,0.9596096263194116,0.7704459499562979,0.0,0.7362196444756612,0.0,0.0
SNRPE,0.8465416021943017,0.8395426438462078,0.0,0.716148591168088,0.0,0.0
NDUFB9,0.7618146782690594,0.0,0.0,0.0,0.0,0.0
