marker_ID,BE,EC,Fib,LE,Leu,SM
WASF2,0.0,0.0,0.0,0.8775338481181845,0.0,0.0
NDUFA11,0.0,0.0,0.0,0.9097027351904949,0.0,0.0
NEDD8,0.0,0.0,0.0,0.9347055321638594,0.0,0.0
PAIP2,0.0,0.0,0.0,0.8616099586583371,0.0,0.0
SUMO1,0.0,0.861052655263611,0.0,0.9752559778139649,0.0,0.0
DEK,0.0,0.7037429352418734,0.0,0.8518570369066676,0.0,0.0
COX5A,0.0,0.0,0.0,0.8925310773077342,0.78864286077945,0.0
ANKRD12,0.0,0.0,0.0,0.7095977372547899,0.0,0.0
CHMP5,0.0,0.0,0.0,0.6596896472986309,0.0,0.0
POLR2K,0.0,0.0,0.0,0.6331516840886215,0.0,0.0
C10orf104,0.0,0.0,0.0,0.9327096880681955,0.0,0.0
COPE,0.0,0.0,0.0,0.8146071035951928,0.6555478502680865,0.0
BRD2,0.0,0.0,0.0,0.8639157611925901,0.0,0.0
COX7A2L,0.0,0.0,0.0,0.8381784589449189,0.0,0.0
CSDE1,0.0,0.0,0.0,0.9947965236130033,0.0,0.9839084593926402
TMED9,0.0,0.0,0.0,0.6864840078845906,0.0,0.0
DAZAP2,0.0,0.0,0.0,0.7739085372044038,0.0,0.0
SF3B6,0.8667752489435413,0.0,0.0,0.9732261768033856,0.0,0.0
HNRNPH1,0.0,0.6083506082311085,0.0,0.6648495032644773,0.0,0.0
CHMP2B,0.0,0.0,0.0,0.7099296585242336,0.0,0.0
SRRM1,0.8464617368712358,0.0,0.0,1.0012435591744904,0.0,0.0
CIAO2B,0.0,0.0,0.0,0.7148861382089625,0.0,0.0
NUCKS1,0.6734738950519817,0.0,0.7548865912982552,0.9719110979005896,0.0,0.0
ARL6IP1,0.0,0.0,0.0,0.6879916348793946,0.0,0.0
