marker_ID,neuron,Oligo,Astro,OPC,Endo,Microglia
MED13L,1.088123412636988,0.0,0.0,0.0,1.1021579264320505,1.5266058375651301
PKN2,0.0,0.0,0.0,0.0,0.0,1.012640707218028
NDUFA4,0.9961889235369459,0.0,0.0,0.0,0.8644844074307056,1.4956665456268121
CAPZB,0.0,0.0,0.0,0.0,0.0,0.33228724596482084
SLC8A1,1.910464232988878,0.0,0.0,1.841617169853627,0.0,2.0110264459217477
FAM49B,1.2940704913321421,0.0,0.0,1.2394480573801983,0.0,1.5899377529924605
WDR70,0.0,0.0,0.0,0.0,0.0,0.7958292542352136
ASH1L,1.1424606489601978,0.0,0.0,0.0,0.0,1.5340862375340247
HDAC9,1.3111877211552398,0.0,0.0,0.0,0.0,1.5972320622530458
RGS5,0.0,0.0,0.0,0.0,2.9399973719662116,0.0
CLDN5,0.0,0.0,0.0,0.0,2.4937453490370665,0.0
ADIRF,0.0,0.0,0.0,0.0,2.5548595895300394,0.0
HERC2P3,0.0,0.0,0.0,0.0,2.6357209039067135,0.0
EPAS1,0.0,0.0,0.0,0.0,2.4057734820169636,0.0
IFI27,0.0,0.0,0.0,0.0,2.2275878570359673,0.0
FLT1,0.0,0.0,0.0,0.0,2.349798204809175,0.0
ABCB1,0.0,0.0,0.0,0.0,2.517121949383264,0.0
COBLL1,0.0,0.0,0.0,0.0,2.196159882342867,0.0
ITM2A,0.0,0.0,0.0,0.0,2.118095928887154,0.0
NDUFA4L2,0.0,0.0,0.0,0.0,2.2326637468669084,0.0
DUSP1,0.0,0.0,0.0,0.0,2.1749468834548216,0.0
ID1,0.0,0.0,0.0,0.0,2.1032768309529652,0.0
IGFBP7,0.0,0.0,0.0,0.0,1.9364582937507073,0.0
EBF1,0.0,0.0,0.0,0.0,1.9134211080323955,0.0
HIGD1B,0.0,0.0,0.0,0.0,2.0428473590274114,0.0
HLA-E,0.0,0.0,0.0,0.0,1.9447966952516667,0.0
RPS28P7,0.0,0.0,0.0,0.0,2.424137449497111,0.0
RPS23P8,0.0,0.0,0.0,0.0,2.4029126822887363,0.0
ID3,0.0,0.0,0.0,0.0,1.8876478035590099,0.0
RPS23,0.0,0.0,0.0,0.0,2.397442832747215,0.0
FN1,0.0,0.0,0.0,0.0,2.012210384235293,0.0
BSG,0.0,0.0,0.0,0.0,2.173061238127165,0.0
ATP10A,0.0,0.0,0.0,0.0,1.788433892501678,0.0
IFITM3,0.0,0.0,0.0,0.0,1.7221592526468277,0.0
SLC7A5,0.0,0.0,0.0,0.0,1.8317056545040775,0.0
ITIH5,0.0,0.0,0.0,0.0,1.7866756312557683,0.0
GPCPD1,0.0,0.0,0.0,0.0,1.875880906128736,0.0
MECOM,0.0,0.0,0.0,0.0,1.6599473380834238,0.0
HLA-B,0.0,0.0,0.0,0.0,1.775326761488218,0.0
LGALS1,0.0,0.0,0.0,0.0,1.962200786173307,0.0
H3F3B,0.0,0.0,0.0,0.0,2.1478247589271744,0.0
LAMA2,0.0,0.0,0.0,0.0,1.8577130788476335,0.0
PODXL,0.0,0.0,0.0,0.0,1.6970497837092542,0.0
ARHGAP29,0.0,0.0,0.0,0.0,1.779881909702754,0.0
LHFPL6,0.0,0.0,0.0,0.0,2.035144977700331,0.0
SLC2A1,0.0,0.0,0.0,0.0,1.6343775758628896,0.0
EGFL7,0.0,0.0,0.0,0.0,1.7625678855776274,0.0
ABCG2,0.0,0.0,0.0,0.0,1.6355406184720702,0.0
GPR85,0.0,0.0,0.0,0.0,1.650794380591368,0.0
CALD1,0.0,0.0,0.0,0.0,1.9335430739815815,0.0
AP001324,0.0,0.0,0.0,0.0,2.0097628788888033,0.0
PTPRB,0.0,0.0,0.0,0.0,1.813439498210243,0.0
