marker_ID,EC,Epi,Fib,IC
TXNDC17,0.0,1.8057495363629625,0.0,0.0
LAMB3,0.0,1.3605535663648862,0.0,0.0
EVA1,0.0,1.3759590562822381,0.0,0.0
CLDN7,0.0,1.3558826607018672,0.0,0.0
DKK1,0.0,1.5595276621490148,0.0,0.0
MMP1,0.0,0.7568755682642146,0.0,0.0
HAS3,0.0,1.283449671512671,0.0,0.0
HS3ST1,0.0,1.2898900454776145,0.0,0.0
EIF6,0.0,1.6140711076438572,0.0,0.0
FAM3B,0.0,1.2047706171935813,0.0,0.0
ELF3,0.0,1.2791815654277592,0.0,0.0
RASD1,0.0,1.1203767116713843,0.0,0.0
TSPAN1,0.0,1.194952817856649,0.0,0.0
LMO7,0.0,1.2765979408888848,0.0,0.0
CYP3A5,0.0,1.215425666338555,0.0,0.0
TNFRSF21,0.0,1.2489960164845981,0.0,0.0
SOWAHC,0.0,1.2209471511077634,0.0,0.0
ITGA2,0.0,1.1587010335090715,0.0,0.0
CHCHD10,0.0,1.2424721726336614,0.0,0.0
SDCBP2,0.0,1.108584915027519,0.0,0.0
SLC14A1,0.0,1.1352211396402705,0.0,0.0
ITGA6,0.0,1.1567052725898306,0.0,0.0
CLCA4,0.0,1.001842944831237,0.0,0.0
PMAIP1,0.0,1.1515517866236538,0.0,0.0
BAG1,0.0,1.365003115446956,0.0,0.0
SERINC2,0.0,1.0852934594816575,0.0,0.0
IRF6,0.0,1.0453815665102442,0.0,0.0
RAB10,0.0,1.3445545224489759,0.0,0.0
ID1,0.0,1.3934619491774578,0.0,0.0
TSTD1,0.0,1.157018387041319,0.0,0.0
PSCA,0.0,1.1759421828073267,0.0,0.0
OCIAD2,0.0,1.1124913867276705,0.0,0.0
SYT8,0.0,0.8491369998830968,0.0,0.0
AKR1C1,0.0,1.2747243395839343,0.0,0.0
INPP1,0.0,1.142557558371367,0.0,0.0
VSIG2,0.0,0.8632811038559106,0.0,0.0
SDC1,0.0,0.821843569266274,0.0,0.0
STK17A,0.0,1.1328266706759664,0.0,0.0
IFNGR2,0.0,1.304673964069477,0.0,0.0
TRIM31,0.0,0.5226340723547442,0.0,0.0
MALL,0.0,0.6395377855821717,0.0,0.0
TUBA1C,0.0,1.290831041766225,0.0,0.0
GSPT1,0.0,1.2209872799223416,0.0,0.0
FOSL1,0.0,1.218297184534641,0.0,0.0
CHMP2B,0.0,1.2179558702396467,0.0,0.0
ATP1B1,0.0,0.8708764257077508,0.0,0.0
TXNRD1,0.0,0.6855734598212448,0.0,0.0
ADFP,0.0,1.1532458123015448,0.0,0.0
FAM162A,0.0,1.2894541696873627,0.0,0.0
ZNF593,0.0,1.2307249969659901,0.0,0.0
FAM107B,0.0,1.0914199177256951,0.0,0.0
EIF4E,0.0,1.1127786556500912,0.0,0.0
POLR1D,0.0,1.1317917757917693,0.0,0.0
GNL3,0.0,0.8047671755736994,0.0,0.0
UNQ501,0.0,1.0392893388245983,0.0,0.0
ARPC5L,0.0,0.8353095727258377,0.0,0.0
PTP4A1,0.0,0.842553726419516,0.0,0.0
ASPH,0.0,0.8411129231575816,0.0,0.0
EIF3A,0.0,1.0991141276963077,0.0,0.0
HNRNPAB,0.0,1.1235421194425992,0.0,0.0
TGIF1,0.0,1.1298923396271658,0.0,0.0
YPEL5,0.0,0.8935217444437507,0.0,0.0
