marker_ID,Acinar,Ductal,EC,Endocrine,IC,Stellate
29106,0.0,0.0,0.0,2.8687972990774617,0.0,0.0
51655,0.0,0.0,0.0,3.4817290210074674,0.0,0.0
6844,0.0,0.0,0.0,3.9286765673239796,0.0,0.0
145741,0.0,0.0,0.0,2.825740816830201,0.0,0.0
486,0.0,0.0,0.0,3.614134125809894,0.0,0.0
2786,0.0,0.0,0.0,3.0490224798273076,0.0,0.0
90701,0.0,0.0,0.0,3.403112490402096,0.0,0.0
56521,0.0,0.0,0.0,2.916779385484031,0.0,0.0
23428,0.0,0.0,0.0,2.734328413697276,0.0,0.0
439921,0.0,2.4951949223831282,0.0,3.927195512112313,0.0,2.896189922591514
10882,0.0,0.0,0.0,2.353067258733972,0.0,0.0
9060,0.0,0.0,0.0,3.2366122002157516,0.0,0.0
388125,0.0,0.0,0.0,3.031052418376431,0.0,0.0
2643,0.0,0.0,0.0,2.703708373464259,0.0,0.0
7991,0.0,0.0,0.0,3.2593333859628912,0.0,0.0
5799,0.0,0.0,0.0,2.6253130837503056,0.0,0.0
6804,0.0,0.0,0.0,2.4734844014807784,0.0,0.0
57414,0.0,0.0,0.0,3.256084716147675,0.0,0.0
4131,0.0,0.0,0.0,3.000175585108339,0.0,0.0
7163,0.0,0.0,0.0,3.008950709654623,0.0,0.0
5168,0.0,0.0,0.0,1.9328214798871866,0.0,0.0
29937,0.0,0.0,0.0,3.6748984973494303,0.0,2.0927851438127556
55450,0.0,0.0,0.0,3.1687761538169488,0.0,0.0
23423,2.321179958435849,1.812627410549888,0.0,3.7959313155939065,0.0,0.0
5166,0.0,0.0,0.0,2.4725691105299425,0.0,0.0
6812,0.0,0.0,0.0,2.3603149069133114,0.0,0.0
5217,0.0,0.0,0.0,2.7861236870650057,0.0,0.0
57221,0.0,0.0,0.0,2.156224940810929,0.0,0.0
56654,0.0,0.0,0.0,2.9180473491519887,0.0,0.0
6319,0.0,0.0,0.0,2.815064451702358,0.0,0.0
6609,0.0,0.0,0.0,2.7744944041431614,0.0,0.0
7267,0.0,0.0,0.0,3.1840818903702646,0.0,0.0
547,0.0,0.0,0.0,2.100173212227272,0.0,0.0
2286,0.0,2.1457029087554043,0.0,3.440728748807711,0.0,0.0
54681,0.0,0.0,0.0,2.4572177709103205,0.0,0.0
91689,0.0,0.0,0.0,3.0942699270824034,0.0,0.0
2664,0.0,0.0,0.0,2.9998341948443437,0.0,0.0
