marker_ID,EC,Epi_basal,Epi_stratified,Epi_suprabasal,Epi_upper,Fib,Gland,IC
SBSN,0.0,0.0,1.0986123085021973,0.0,2.397895336151123,0.0,0.0,0.0
KLK12,0.0,0.0,0.0,0.0,1.7917594909667969,0.0,0.0,0.0
MALL,0.0,0.0,1.0986123085021973,0.0,2.3025851249694824,0.0,0.0,0.0
PRSS3,0.0,0.0,0.0,0.0,1.9459102153778076,0.0,0.0,0.0
LMO7,0.0,0.0,0.0,0.0,1.7917594909667969,0.0,0.0,0.0
TMPRSS11D,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,0.0,0.0
AIF1L,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,0.0,0.0
FAM25A,0.0,0.0,0.0,0.0,1.0986123085021973,0.0,0.0,0.0
TMEM40,0.0,0.0,1.0986123085021973,0.0,1.9459102153778076,0.0,0.0,0.0
PHLDA1,0.0,0.0,0.0,0.0,1.7917594909667969,0.0,0.0,0.0
CARHSP1,0.0,0.0,1.0986123085021973,0.6931471824645996,2.079441547393799,0.0,0.0,0.0
EPS8L1,0.0,0.0,0.0,0.0,1.6094379425048828,0.0,0.0,0.0
PI3,0.0,0.0,0.0,0.0,1.3862943649291992,0.0,0.0,0.0
A2ML1,0.0,0.0,0.6931471824645996,0.0,1.7917594909667969,0.0,0.0,0.0
TPRG1,0.0,0.0,0.0,0.0,1.3862943649291992,0.0,0.0,0.0
CRISP3,0.0,0.0,0.0,0.0,1.0986123085021973,0.0,0.0,0.0
NAMPT,0.0,0.0,0.6931471824645996,0.0,1.7917594909667969,0.0,0.0,0.0
RAB10,0.0,0.0,1.0986123085021973,0.6931471824645996,1.9459102153778076,0.0,0.0,0.0
SPINT1,0.0,0.0,0.6931471824645996,0.0,1.6094379425048828,0.0,0.6931471824645996,0.0
NDUFA4L2,0.0,0.0,1.0986123085021973,0.0,1.7917594909667969,0.0,0.0,0.0
CEACAM6,0.0,0.0,0.0,0.0,1.3862943649291992,0.0,0.0,0.0
ATP1B1,0.0,0.0,0.0,0.0,1.3862943649291992,0.0,0.0,0.0
CEACAM5,0.0,0.0,0.0,0.0,1.3862943649291992,0.0,0.0,0.0
ANKRD37,0.0,0.0,0.0,0.0,1.3862943649291992,0.0,0.0,0.0
H1F0,0.0,0.0,0.0,0.0,1.3862943649291992,0.0,0.0,0.0
SULT2B1,0.0,0.0,0.6931471824645996,0.0,1.6094379425048828,0.0,0.0,0.0
PRSS22,0.0,0.0,0.0,0.0,1.0986123085021973,0.0,0.0,0.0
