gsm,arm,cohort,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
GSM1235556,hc,GSE51057,-1.1448663632406753,-1.1609223508163236,0.23036540136133357,0.9395100500804303,0.6679514077344365,0.38030872727081977,-0.20285576048987644,0.022585212125435208
GSM1235557,hc,GSE51057,3.2690633139463294,-0.7125121709388406,-0.679666128866434,0.2859529282071478,0.15517933389009939,-0.23934740605731994,-0.2179727040996509,-0.03063497382352968
GSM1235558,hc,GSE51057,2.8160359781301456,-0.5459548566061996,-1.5332368232544766,0.3725674774615993,-0.4194732275424528,0.17063487755362403,0.017924788679664096,0.11238486775765157
GSM1235559,hc,GSE51057,-0.051960295171631525,-0.2912796466421319,-0.7649478910762709,-0.1660631280285311,-0.14323939774169717,-0.15997518494685492,0.01930610036902083,-0.021353196167405015
GSM1235560,hc,GSE51057,1.8686674061111257,-0.40737441045776335,-0.40065922779982155,-0.3342681051792091,0.21684462416639508,0.05131979797794972,0.008557151458428365,0.032167386143985795
GSM1235570,hc,GSE51057,2.9360635624028486,-0.6143086796205565,0.005831369371420638,-0.30261275322550246,-0.11223955260054234,-0.095406650944697,-0.11422521305594224,0.11313387786979757
GSM1235571,hc,GSE51057,0.8324533348799914,0.5051532300840045,-0.8103614293267417,-0.3860336696282802,0.11126395904948276,-0.056998029321961394,0.3203539856147147,0.05013028677460119
GSM1235576,hc,GSE51057,-0.9698320660439264,-0.09350007866812404,-0.3493115025356755,0.5245433229582861,-0.22514056193619117,-0.2655437346260842,0.07503039054013728,-0.22799370748795644
GSM1235577,hc,GSE51057,3.5475776394740186,0.3445146225427421,-0.3379926201676436,0.03354371145073669,0.012771232232116209,-0.09057988416065511,-0.20656332742313233,0.01929561019293784
GSM1235580,hc,GSE51057,-0.7732138748420639,-0.4812631072451833,-0.5896971242648117,-0.4280854575176571,0.11609523575429928,-0.24903385892387156,0.04374225739330385,-0.14988421182900627
GSM1235581,hc,GSE51057,-4.012099253690586,0.3868198820129591,-0.7833457466517023,0.06919635614627836,-0.012850070113852969,-0.2308648443281849,-0.2819820096245714,-0.13447047821891867
GSM1235587,hc,GSE51057,3.1460035736613,-0.6153010923514396,-0.6761527473255925,0.29684873485530144,-0.2961123922304649,0.1352289121122264,0.004187824568126584,0.014332045213611193
GSM1235590,hc,GSE51057,0.9925765128448968,-0.6716035406286869,-1.1468550741567107,0.6299955654707938,-0.48738845769759104,-0.5225583609787355,0.12772835823896692,-0.21541369213890224
GSM1235596,hc,GSE51057,-2.029458947451821,0.0857945251943354,0.12263255598526344,0.7997351493874699,-0.4748001531241693,0.012299984609370268,-0.06072670324657846,-0.26883101220787564
GSM1235604,hc,GSE51057,-0.9848770688899151,-0.4413807838356924,-0.6640074953480919,0.7178995322378368,-1.0028469834354201,-0.28964176350556964,0.1640022468583832,-0.18525234017033568
GSM1235605,hc,GSE51057,-1.714621325000651,-0.6223921546569402,-1.4479320269370217,0.3769793827955357,-0.32078347608565166,-0.3169303770189031,-0.2036052922842421,-0.23337743879854686
GSM1235612,hc,GSE51057,-2.0262964010629703,0.37871619623308067,-1.2621968570009645,0.5741525113934698,-0.22508689572866028,0.15577016347892092,-0.21773274983847246,-0.029086077917378547
GSM1235621,hc,GSE51057,0.897167468675316,-1.511893055842739,-2.036335444271136,0.07186361486290826,-0.907074925996706,0.6939881760532044,-0.07672196580526341,-0.013024905934235713
GSM1235625,hc,GSE51057,-5.00615164472201,0.6259956709542875,-1.1897647277459,-0.7494400922990794,-0.1106232314480525,0.385578599884053,0.19455221564480366,0.09239322219336729
GSM1235628,hc,GSE51057,0.42602182594511534,0.44923358240820416,0.07473487684211148,0.8699179772788049,-0.6973911237262858,-0.26286326679752,-0.09132468225973381,-0.10979732114110219
GSM1235632,hc,GSE51057,-1.9841105825511638,0.8832708583657493,-0.968063417279418,-0.7356604536061075,-0.8525021719776807,0.5560689755922669,0.20061291295196254,-0.015508754021457172
GSM1235640,hc,GSE51057,-3.183256680878701,-0.6563644373756142,-0.823041300081992,1.048427901435972,-0.18666282120698763,0.16877472354125614,0.25158687820843373,-0.29310328247296524
GSM1235641,hc,GSE51057,-1.9308613457675503,-0.5738480008356125,0.17566686917105478,0.17450585147803854,0.2913771133535375,0.17112758567581365,-0.07918249128677944,0.2550926837559797
GSM1235643,hc,GSE51057,-4.004431595973908,0.335475969520258,-0.3919637093099749,0.3436341891081926,-0.1915248605755682,0.19228337303528348,-0.29907088331178877,-0.030783645034253463
GSM1235644,hc,GSE51057,-1.4894080869899278,-0.40087867131363497,-1.13283152079252,0.3015352988346399,0.3965384308488146,0.36548002926712964,-0.11774311655878916,-0.08060583363105228
GSM1235649,hc,GSE51057,-2.340442175038959,-1.1706478110474,-0.8745833206213409,0.3736439105969495,-0.007865782964927247,0.63435595421029,-0.15893103800942293,-0.12216411852425464
GSM1235654,hc,GSE51057,-2.0623779056275624,-1.3187405724413648,0.9400912094742562,0.10839296977117592,-0.4253280847255044,-0.09041180443834339,0.17755872599123193,0.27129375483841844
GSM1235661,hc,GSE51057,-0.08227660766940531,2.055542815542113,-0.6201012248953273,1.253211313964225,-0.3490361329712623,0.347820720165035,0.019275077244823524,0.24292703196475596
