marker_ID,Basal,Fib,Gland,Macro,NeuIm,NeuMa,Peri,Plasma,Tcell
MANEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905607896237364,0.0
TRIB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635837852960007,0.0
HSPA13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22639030741307972,0.0
CREB3L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3500062062524315,0.0
IL2RG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905607896237364,0.0
HM13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507435430880189,0.0
SRPRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18954060364902026,0.0
SIL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29890646799128584,0.0
DERL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182050634479676,0.0
KDELR2,0.5333435744298989,0.0,0.5835516135749073,0.0,0.0,0.0,0.5225615663259743,0.653631220873666,0.0
EMP3,0.0,0.0,0.0,0.5996003699998462,0.0,0.0,0.0,0.6342369049192681,0.0
TMED9,0.42788970349293365,0.0,0.40281609993658746,0.0,0.5893270056981368,0.0,0.33278770070483504,0.6478851031136283,0.0
IFNAR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31675159150513443,0.0
RPN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39542359063569643,0.0
FNDC3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28502370404812966,0.0
CDV3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3029575867557254,0.0
BUD23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41087052667507235,0.0
DNAJC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46075757450375265,0.0
CDK2AP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2748213871408384,0.0
UFM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3807717231616548,0.0
SRPRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2954194522831658,0.0
FAM3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442966654276243,0.0
SRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24166375273527085,0.0
CISD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2392929606193099,0.0
SEC61A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2100350577639646,0.0
GYPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35594147136242116,0.0
ERGIC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3176444467469382,0.0
RAMP2,0.0,0.0,0.0,0.0,0.0,0.0,2.0977679365712976,0.0,0.0
ITM2A,0.0,0.0,0.0,0.0,0.0,0.0,2.1363250442806674,0.0,0.0
EMCN,0.0,0.0,0.0,0.0,0.0,0.0,1.7829878464150943,0.0,0.0
ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,1.91788193656358,0.0,0.0
CLDN5,0.0,0.0,0.0,0.0,0.0,0.0,1.7015237970548307,0.0,0.0
VWF,0.0,0.0,0.0,0.0,0.0,0.0,1.5370752638467087,0.0,0.0
EGFL7,0.0,0.0,0.0,0.0,0.0,0.0,1.5769654995487055,0.0,0.0
LIFR,0.0,0.0,0.0,0.0,0.0,0.0,1.556456837298807,0.0,0.0
SELE,0.0,0.0,0.0,0.0,0.0,0.0,1.2540859706871483,0.0,0.0
EMP1,0.0,0.0,0.0,0.0,0.0,0.0,1.6730472038181752,0.0,0.0
CCDC85B,0.0,0.0,0.0,0.0,0.0,0.0,1.8441817688219635,0.0,0.0
CLEC14A,0.0,0.0,0.0,0.0,0.0,0.0,1.4349626326004474,0.0,0.0
ECSCR,0.0,0.0,0.0,0.0,0.0,0.0,1.4091474033136395,0.0,0.0
ADGRL4,0.0,0.0,0.0,0.0,0.0,0.0,1.4383847826793799,0.0,0.0
