marker_ID,Endo,Epi,Gran,Lym,Macro,Mono,Stromal
EDEM2,0.0,0.0,0.0,0.0,0.7371628490729175,0.0,0.0
SLCO2B1,0.0,0.0,0.0,0.0,0.5988040633376465,0.0,0.0
CCL23,0.0,0.0,0.0,0.0,0.456116689388817,0.0,0.0
CORO1C,0.0,0.0,0.0,0.0,0.6988454890123683,0.0,0.0
FUOM,0.0,0.0,0.0,0.0,0.6492354084485557,0.0,0.0
DAB2,0.0,0.0,0.0,0.0,0.6909047478275725,0.0,0.0
ADAMTSL4,0.0,0.0,0.0,0.0,0.5631365860965755,0.0,0.0
LACTB,0.0,0.0,0.0,0.0,0.6904084759974009,0.0,0.0
C3AR1,0.0,0.0,0.0,0.0,0.6035900493597399,0.0,0.0
ERP44,0.0,0.0,0.0,0.0,1.0406591924235737,0.0,0.0
FUCA1,0.0,0.0,0.0,0.0,0.7656617889920541,0.0,0.0
CD300C,0.0,0.0,0.0,0.0,0.5754030364932605,0.0,0.0
STX11,0.0,0.0,0.0,0.0,0.7162021119889768,0.0,0.0
LRP1,0.0,0.0,0.0,0.0,0.6510083186162863,0.0,0.0
UBASH3B,0.0,0.0,0.0,0.0,0.5535343373366147,0.0,0.0
POR,0.0,0.0,0.0,0.0,0.8590490586202406,0.0,0.0
GGA2,0.0,0.0,0.0,0.0,0.6824224258232596,0.0,0.0
PLXDC2,0.0,0.0,0.0,0.0,0.655555272939457,0.0,0.0
SELPLG,0.0,0.0,0.0,0.0,0.6924728632806135,0.0,0.0
IL1B,0.0,0.0,0.0,0.0,0.33020378365216113,0.0,0.0
CD300LF,0.0,0.0,0.0,0.0,0.5450778894090448,0.0,0.0
TNNI2,0.0,0.0,0.0,0.0,0.5066606038616025,0.0,0.0
GUSB,0.0,0.0,0.0,0.0,0.748421115521601,0.0,0.0
HDDC2,0.0,0.0,0.0,0.0,0.8881724481709279,0.0,0.0
VDAC1,0.0,0.0,0.0,0.0,1.0045589626288545,0.0,0.0
NCKAP1L,0.0,0.0,0.0,0.0,0.580502896055311,0.0,0.0
PEPD,0.0,0.0,0.0,0.0,0.8041160908598816,0.0,0.0
RNPEP,0.0,0.0,0.0,0.0,0.7587728539890496,0.0,0.0
NAPRT,0.0,0.0,0.0,0.0,0.6431830423540238,0.0,0.0
AXL,0.0,0.0,0.0,0.0,0.5761186323138585,0.0,0.0
LILRB4,0.0,0.0,0.0,0.0,0.44537325872883415,0.0,0.0
RSU1,0.0,0.0,0.0,0.0,0.8514334205605016,0.0,0.0
TMED5,0.0,0.0,0.0,0.0,0.7146844695210625,0.0,0.0
SLC15A3,0.0,0.0,0.0,0.0,0.4965389263458217,0.0,0.0
RASGEF1B,0.0,0.0,0.0,0.0,0.4360959512206963,0.0,0.0
CCDC88A,0.0,0.0,0.0,0.0,0.5790511119842556,0.0,0.0
UBE2L6,0.0,0.0,0.0,0.0,0.9189690765138178,0.0,0.0
GGTA1P,0.0,0.0,0.0,0.0,0.53236483241727,0.0,0.0
NAA20,0.0,0.0,0.0,0.0,0.9105395650469503,0.0,0.0
SLC3A2,0.0,0.0,0.0,0.0,0.9732112998645359,0.0,0.0
SUMO3,0.0,0.0,0.0,0.0,0.9233748296062304,0.0,0.0
TUBB6,0.0,0.0,0.0,0.0,0.7202310582738916,0.0,0.0
RNF13,0.0,0.0,0.0,0.0,0.8800227901948905,0.0,0.0
ARHGAP18,0.0,0.0,0.0,0.0,0.8076112619582649,0.0,0.0
RND3,0.0,0.0,0.0,0.0,0.4158619185858659,0.0,0.0
SPN,0.0,0.0,0.0,0.0,0.5985086859734916,0.0,0.0
SIRPB1,0.0,0.0,0.0,0.0,0.4733958832079673,0.0,0.0
HADHB,0.0,0.0,0.0,0.0,0.9086494278882736,0.0,0.0
SPNS1,0.0,0.0,0.0,0.0,0.6407521608917366,0.0,0.0
PLEKHB2,0.0,0.0,0.0,0.0,0.702184785889332,0.0,0.0
SQRDL,0.0,0.0,0.0,0.0,0.8140679658882959,0.0,0.0
MX1,0.0,0.0,0.0,0.0,0.6385088499563738,0.0,0.0
MPP1,0.0,0.0,0.0,0.0,0.5564944640063574,0.0,0.0
PDXK,0.0,0.0,0.0,0.0,0.7134477385969018,0.0,0.0
RAB10,0.0,0.0,0.0,0.0,0.8405926056578217,0.0,0.0
TIMP2,0.0,0.0,0.0,0.0,0.5778527023288761,0.0,0.0
UNC93B1,0.0,0.0,0.0,0.0,0.6514256386236054,0.0,0.0
TUBA1C,0.0,0.0,0.0,0.0,0.7163805749657525,0.0,0.0
GM2A,0.0,0.0,0.0,0.0,0.4980409157995419,0.0,0.0
VAT1,0.0,0.0,0.0,0.0,0.6319991095873978,0.0,0.0
ACO1,0.0,0.0,0.0,0.0,0.4704690982141168,0.0,0.0
HBEGF,0.0,0.0,0.0,0.0,0.4918779855658787,0.0,0.0
SAMHD1,0.0,0.0,0.0,0.0,0.5657044495845015,0.0,0.0
ACAA2,0.0,0.0,0.0,0.0,0.7005791518746043,0.0,0.0
HACD4,0.0,0.0,0.0,0.0,0.5744687039482895,0.0,0.0
THBS1,0.0,0.0,0.0,0.0,0.5168985169238898,0.0,0.0
NANS,0.0,0.0,0.0,0.0,0.7089378578676692,0.0,0.0
SIRPA,0.0,0.0,0.0,0.0,0.4509899543784842,0.0,0.0
SECTM1,0.0,0.0,0.0,0.0,0.41875960389725714,0.0,0.0
MAP1LC3B,0.0,0.0,0.0,0.0,0.9517855852412069,0.0,0.0
FAM89A,0.0,0.0,0.0,0.0,0.4566040695993518,0.0,0.0
MMP19,0.0,0.0,0.0,0.0,0.3629273700224584,0.0,0.0
RGS19,0.0,0.0,0.0,0.0,0.5641096596452052,0.0,0.0
IFIT3,0.0,0.0,0.0,0.0,0.5542792166611322,0.0,0.0
TMBIM1,0.0,0.0,0.0,0.0,0.7584006437201761,0.0,0.0
TCN2,0.0,0.0,0.0,0.0,0.496149168376045,0.0,0.0
HTATIP2,0.0,0.0,0.0,0.0,0.6108513435883255,0.0,0.0
G6PD,0.0,0.0,0.0,0.0,0.5868105572753126,0.0,0.0
SLC31A1,0.0,0.0,0.0,0.0,0.46487866484643003,0.0,0.0
TGM2,0.0,0.0,0.0,0.0,0.5550050859323052,0.0,0.0
NECAP2,0.0,0.0,0.0,0.0,0.6554513713778404,0.0,0.0
KCNA3,0.0,0.0,0.0,0.0,0.4224458833000227,0.0,0.0
CD33,0.0,0.0,0.0,0.0,0.43373251483023273,0.0,0.0
OSBPL11,0.0,0.0,0.0,0.0,0.42705480970397924,0.0,0.0
MRPS15,0.0,0.0,0.0,0.0,0.7515978705482987,0.0,0.0
PPCS,0.0,0.0,0.0,0.0,0.830149257486786,0.0,0.0
ACER3,0.0,0.0,0.0,0.0,0.4812906822770514,0.0,0.0
GBP2,0.0,0.0,0.0,0.0,0.7138196181453231,0.0,0.0
KAT8,0.0,0.0,0.0,0.0,0.5182681479711254,0.0,0.0
AKIRIN2,0.0,0.0,0.0,0.0,0.7946831812484076,0.0,0.0
C8B,0.0,0.0,0.0,0.0,0.29342005440480234,0.0,0.0
CCT5,0.0,0.0,0.0,0.0,0.8056883910984423,0.0,0.0
FAM96A,0.0,0.0,0.0,0.0,0.6184332276209824,0.0,0.0
MME,0.0,0.0,0.0,0.0,0.35500290246474736,0.0,0.0
PPIC,0.0,0.0,0.0,0.0,0.6913520269911946,0.0,0.0
ALAS1,0.0,0.0,0.0,0.0,0.5197971543933328,0.0,0.0
TFPT,0.0,0.0,0.0,0.0,0.48368787447533823,0.0,0.0
RAB11FIP1,0.0,0.0,0.0,0.0,0.678453078539583,0.0,0.0
COMMD9,0.0,0.0,0.0,0.0,0.5428338039831643,0.0,0.0
NCEH1,0.0,0.0,0.0,0.0,0.39062802877165104,0.0,0.0
SLC27A3,0.0,0.0,0.0,0.0,0.5778641462056464,0.0,0.0
ECHDC1,0.0,0.0,0.0,0.0,0.7024502806477148,0.0,0.0
COLGALT1,0.0,0.0,0.0,0.0,0.4026681349578523,0.0,0.0
MPHOSPH6,0.0,0.0,0.0,0.0,0.5013550632362176,0.0,0.0
ARRDC4,0.0,0.0,0.0,0.0,0.34561946524968107,0.0,0.0
UBE2E2,0.0,0.0,0.0,0.0,0.5162982205914164,0.0,0.0
PSMA5,0.0,0.0,0.0,0.0,0.8817107127279029,0.0,0.0
OAS1,0.0,0.0,0.0,0.0,0.44131749061380793,0.0,0.0
PRDX4,0.0,0.0,0.0,0.0,0.7697775558738147,0.0,0.0
MPC1,0.0,0.0,0.0,0.0,0.7587879516669002,0.0,0.0
PTAFR,0.0,0.0,0.0,0.0,0.38149216218069776,0.0,0.0
IRF8,0.0,0.0,0.0,0.0,0.39733378728344926,0.0,0.0
SLC43A2,0.0,0.0,0.0,0.0,0.4296631868586112,0.0,0.0
ADPGK,0.0,0.0,0.0,0.0,0.49184095917872345,0.0,0.0
OPN3,0.0,0.0,0.0,0.0,0.3854969057487161,0.0,0.0
ATP6V1D,0.0,0.0,0.0,0.0,0.6579095890154268,0.0,0.0
STAC3,0.0,0.0,0.0,0.0,0.3657932140725864,0.0,0.0
HCAR2,0.0,0.0,0.0,0.0,0.32707613470640595,0.0,0.0
HK3,0.0,0.0,0.0,0.0,0.3436403076595824,0.0,0.0
TBXAS1,0.0,0.0,0.0,0.0,0.4451112602173734,0.0,0.0
EMILIN2,0.0,0.0,0.0,0.0,0.4134549508672437,0.0,0.0
HAVCR2,0.0,0.0,0.0,0.0,0.3998127762667793,0.0,0.0
MYD88,0.0,0.0,0.0,0.0,0.44102077939789014,0.0,0.0
DPEP2,0.0,0.0,0.0,0.0,0.417447055594177,0.0,0.0
ZBTB8OS,0.0,0.0,0.0,0.0,0.5347746809716544,0.0,0.0
CNDP2,0.0,0.0,0.0,0.0,0.6495411226600352,0.0,0.0
STX12,0.0,0.0,0.0,0.0,0.6468003730870541,0.0,0.0
SCIMP,0.0,0.0,0.0,0.0,0.355308823507689,0.0,0.0
P2RX4,0.0,0.0,0.0,0.0,0.4224458833000227,0.0,0.0
BHLHE41,0.0,0.0,0.0,0.0,0.2836967757782982,0.0,0.0
SVIL,0.0,0.0,0.0,0.0,0.4263708151088057,0.0,0.0
PRDX3,0.0,0.0,0.0,0.0,0.7874855302839477,0.0,0.0
BST1,0.0,0.0,0.0,0.0,0.3580085355841851,0.0,0.0
HIGD1A,0.0,0.0,0.0,0.0,0.7632388526335978,0.0,0.0
SORT1,0.0,0.0,0.0,0.0,0.4173321628759304,0.0,0.0
SPCS3,0.0,0.0,0.0,0.0,0.6764902851883529,0.0,0.0
IFI27L2,0.0,0.0,0.0,0.0,0.569060540264198,0.0,0.0
ZMYM6NB,0.0,0.0,0.0,0.0,0.9220821153749623,0.0,0.0
IFI35,0.0,0.0,0.0,0.0,0.6431830423540238,0.0,0.0
GNS,0.0,0.0,0.0,0.0,0.4515491881093143,0.0,0.0
ACP2,0.0,0.0,0.0,0.0,0.4168820487821499,0.0,0.0
IMPDH1,0.0,0.0,0.0,0.0,0.4304896574079449,0.0,0.0
NRBF2,0.0,0.0,0.0,0.0,0.46889629227772056,0.0,0.0
TXNDC12,0.0,0.0,0.0,0.0,0.6967835786717508,0.0,0.0
SDHB,0.0,0.0,0.0,0.0,0.7549184787427377,0.0,0.0
FAM162A,0.0,0.0,0.0,0.0,0.6476244247114731,0.0,0.0
TNFSF12,0.0,0.0,0.0,0.0,0.4716671035801512,0.0,0.0
CORO1B,0.0,0.0,0.0,0.0,0.7482685870427541,0.0,0.0
PLEK,0.0,0.0,0.0,0.0,0.45212022973651267,0.0,0.0
MAP2K1,0.0,0.0,0.0,0.0,0.5494893942103344,0.0,0.0
EML4,0.0,0.0,0.0,0.0,0.6170938870777176,0.0,0.0
AKR1C3,0.0,0.0,0.0,0.0,0.41875960389725714,0.0,0.0
PLA2G15,0.0,0.0,0.0,0.0,0.3385537259245469,0.0,0.0
AQP9,0.0,0.0,0.0,0.0,0.2538413016913095,0.0,0.0
CLEC4A,0.0,0.0,0.0,0.0,0.312726547566918,0.0,0.0
PSMD7,0.0,0.0,0.0,0.0,0.7658156821901708,0.0,0.0
GTF3C6,0.0,0.0,0.0,0.0,0.7146844695210625,0.0,0.0
COQ2,0.0,0.0,0.0,0.0,0.3798786889211723,0.0,0.0
GPR137B,0.0,0.0,0.0,0.0,0.38008327257777946,0.0,0.0
APOL4,0.0,0.0,0.0,0.0,0.3282677941130923,0.0,0.0
SLA,0.0,0.0,0.0,0.0,0.49629996833732487,0.0,0.0
ROGDI,0.0,0.0,0.0,0.0,0.4501640442504811,0.0,0.0
PAPSS1,0.0,0.0,0.0,0.0,0.5384019350453935,0.0,0.0
RBPJ,0.0,0.0,0.0,0.0,0.7514499015970758,0.0,0.0
LINC01420,0.0,0.0,0.0,0.0,0.72768475302582,0.0,0.0
GLDN,0.0,0.0,0.0,0.0,0.24790134881532674,0.0,0.0
TCF7L2,0.0,0.0,0.0,0.0,0.39734978414791056,0.0,0.0
PARVG,0.0,0.0,0.0,0.0,0.37888815877375104,0.0,0.0
DRAM2,0.0,0.0,0.0,0.0,0.5929529663511165,0.0,0.0
ARF3,0.0,0.0,0.0,0.0,0.6100249896855192,0.0,0.0
CCDC115,0.0,0.0,0.0,0.0,0.6644218097299243,0.0,0.0
C10orf128,0.0,0.0,0.0,0.0,0.3224269696633854,0.0,0.0
FAM3B,0.0,0.0,0.0,0.0,0.4193476332827399,0.0,0.0
NQO2,0.0,0.0,0.0,0.0,0.4667270538077325,0.0,0.0
ISOC2,0.0,0.0,0.0,0.0,0.509504678167081,0.0,0.0
FFAR4,0.0,0.0,0.0,0.0,0.2484275177783353,0.0,0.0
PDLIM7,0.0,0.0,0.0,0.0,0.47764692999579156,0.0,0.0
MRPL13,0.0,0.0,0.0,0.0,0.6064579495962088,0.0,0.0
PDCD6IP,0.0,0.0,0.0,0.0,0.5975875625015399,0.0,0.0
CSF2RA,0.0,0.0,0.0,0.0,0.30735399106593986,0.0,0.0
ASNA1,0.0,0.0,0.0,0.0,0.696034634703439,0.0,0.0
NCSTN,0.0,0.0,0.0,0.0,0.49191501764021045,0.0,0.0
VTI1B,0.0,0.0,0.0,0.0,0.541778992587247,0.0,0.0
MSRB1,0.0,0.0,0.0,0.0,0.38302301233228714,0.0,0.0
SDHD,0.0,0.0,0.0,0.0,0.7906894390198114,0.0,0.0
NDUFS3,0.0,0.0,0.0,0.0,0.6854984163074572,0.0,0.0
TMEM53,0.0,0.0,0.0,0.0,0.32819170027897465,0.0,0.0
CTNNB1,0.0,0.0,0.0,0.0,0.5446670787874085,0.0,0.0
TNFAIP8L2,0.0,0.0,0.0,0.0,0.29329870424632287,0.0,0.0
UBXN11,0.0,0.0,0.0,0.0,0.4053568041070588,0.0,0.0
MSRA,0.0,0.0,0.0,0.0,0.4269252345048701,0.0,0.0
EMC3,0.0,0.0,0.0,0.0,0.6233691394638504,0.0,0.0
COA6,0.0,0.0,0.0,0.0,0.39372025094644264,0.0,0.0
LILRB3,0.0,0.0,0.0,0.0,0.27392748299929515,0.0,0.0
IDS,0.0,0.0,0.0,0.0,0.6071318054169993,0.0,0.0
OS9,0.0,0.0,0.0,0.0,0.8121125865193981,0.0,0.0
SCARB2,0.0,0.0,0.0,0.0,0.535405100262589,0.0,0.0
PSMD14,0.0,0.0,0.0,0.0,0.5105457804764055,0.0,0.0
SH3GLB1,0.0,0.0,0.0,0.0,0.7290522563435933,0.0,0.0
FIBP,0.0,0.0,0.0,0.0,0.5977715535878233,0.0,0.0
RAB8A,0.0,0.0,0.0,0.0,0.5445910723622022,0.0,0.0
PSMG2,0.0,0.0,0.0,0.0,0.7631165997235696,0.0,0.0
APOBR,0.0,0.0,0.0,0.0,0.2813903857094781,0.0,0.0
BNIP2,0.0,0.0,0.0,0.0,0.5334018334499846,0.0,0.0
FCGR1B,0.0,0.0,0.0,0.0,0.20283528687297803,0.0,0.0
B3GNT5,0.0,0.0,0.0,0.0,0.2809844835219823,0.0,0.0
ITPK1,0.0,0.0,0.0,0.0,0.3055603262718673,0.0,0.0
FUCA2,0.0,0.0,0.0,0.0,0.40511541408686635,0.0,0.0
GLRX2,0.0,0.0,0.0,0.0,0.34342578339962704,0.0,0.0
SPPL2A,0.0,0.0,0.0,0.0,0.42686972670841394,0.0,0.0
ORMDL2,0.0,0.0,0.0,0.0,0.6293474717786691,0.0,0.0
RASGRP2,0.0,0.0,0.0,0.0,0.34561946524968107,0.0,0.0
FTH1P3,0.0,0.0,0.0,0.0,0.30067215331114827,0.0,0.0
ETFA,0.0,0.0,0.0,0.0,0.596742703242518,0.0,0.0
PNP,0.0,0.0,0.0,0.0,0.32230118369549643,0.0,0.0
NCOA4,0.0,0.0,0.0,0.0,0.5731321037904851,0.0,0.0
HSD17B10,0.0,0.0,0.0,0.0,0.6829553196099978,0.0,0.0
MTMR14,0.0,0.0,0.0,0.0,0.42467967305278975,0.0,0.0
MTCH2,0.0,0.0,0.0,0.0,0.5219895574948011,0.0,0.0
DOCK8,0.0,0.0,0.0,0.0,0.35107382257061615,0.0,0.0
BTF3L4,0.0,0.0,0.0,0.0,0.6031960217104505,0.0,0.0
GBP1,0.0,0.0,0.0,0.0,0.4102722014890335,0.0,0.0
CISD2,0.0,0.0,0.0,0.0,0.4998708976261246,0.0,0.0
COMMD5,0.0,0.0,0.0,0.0,0.4335287809581199,0.0,0.0
UBE2A,0.0,0.0,0.0,0.0,0.6295522031560998,0.0,0.0
PSMC2,0.0,0.0,0.0,0.0,0.6306395804433993,0.0,0.0
COLEC12,0.0,0.0,0.0,0.0,0.2656828774363089,0.0,0.0
ACAA1,0.0,0.0,0.0,0.0,0.5545630204608692,0.0,0.0
C19orf24,0.0,0.0,0.0,0.0,0.5955895958872193,0.0,0.0
PROCR,0.0,0.0,0.0,0.0,0.2792783557927017,0.0,0.0
MIIP,0.0,0.0,0.0,0.0,0.35281337064819723,0.0,0.0
SGMS2,0.0,0.0,0.0,0.0,0.3770233566273369,0.0,0.0
HSD3B7,0.0,0.0,0.0,0.0,0.239661754055129,0.0,0.0
PFKL,0.0,0.0,0.0,0.0,0.5164617963905859,0.0,0.0
CISD3,0.0,0.0,0.0,0.0,0.5851499968996436,0.0,0.0
FLVCR2,0.0,0.0,0.0,0.0,0.2184833639137825,0.0,0.0
GNA15,0.0,0.0,0.0,0.0,0.34626008945479453,0.0,0.0
RARA,0.0,0.0,0.0,0.0,0.43937646843544437,0.0,0.0
IDH1,0.0,0.0,0.0,0.0,0.34248744981594764,0.0,0.0
PLIN3,0.0,0.0,0.0,0.0,0.3819789126869153,0.0,0.0
SNX17,0.0,0.0,0.0,0.0,0.7296870066964077,0.0,0.0
LYSMD2,0.0,0.0,0.0,0.0,0.49127393243818074,0.0,0.0
HMOX2,0.0,0.0,0.0,0.0,0.5802431003372837,0.0,0.0
KCNAB2,0.0,0.0,0.0,0.0,0.3306555247328519,0.0,0.0
ODF3L1,0.0,0.0,0.0,0.0,0.17030800735260757,0.0,0.0
MMD,0.0,0.0,0.0,0.0,0.25833142835222805,0.0,0.0
APOL6,0.0,0.0,0.0,0.0,0.4150564436891161,0.0,0.0
TMEM74B,0.0,0.0,0.0,0.0,0.19243448882942768,0.0,0.0
IL18,0.0,0.0,0.0,0.0,0.312726547566918,0.0,0.0
PCMT1,0.0,0.0,0.0,0.0,0.815864452846716,0.0,0.0
TLR4,0.0,0.0,0.0,0.0,0.2553794745290756,0.0,0.0
FIG4,0.0,0.0,0.0,0.0,0.27199325240548144,0.0,0.0
PBDC1,0.0,0.0,0.0,0.0,0.45482918346140444,0.0,0.0
UBE2F,0.0,0.0,0.0,0.0,0.410904770140361,0.0,0.0
SMS,0.0,0.0,0.0,0.0,0.552833303214187,0.0,0.0
ENPP4,0.0,0.0,0.0,0.0,0.32239551388815496,0.0,0.0
SAMD9L,0.0,0.0,0.0,0.0,0.35723296769068397,0.0,0.0
OTUD1,0.0,0.0,0.0,0.0,0.2281279056809142,0.0,0.0
GPI,0.0,0.0,0.0,0.0,0.40514869193499276,0.0,0.0
SLC2A6,0.0,0.0,0.0,0.0,0.24470650195194912,0.0,0.0
UGP2,0.0,0.0,0.0,0.0,0.691153161953081,0.0,0.0
USP30-AS1,0.0,0.0,0.0,0.0,0.17738593350348114,0.0,0.0
SLFN11,0.0,0.0,0.0,0.0,0.24322905824051586,0.0,0.0
MSRB2,0.0,0.0,0.0,0.0,0.5091644938159142,0.0,0.0
PLAU,0.0,0.0,0.0,0.0,0.1515432506920754,0.0,0.0
ALDH3A2,0.0,0.0,0.0,0.0,0.43494620169001535,0.0,0.0
ATP2C1,0.0,0.0,0.0,0.0,0.38166164476279274,0.0,0.0
CCDC109B,0.0,0.0,0.0,0.0,0.3573878094735309,0.0,0.0
WDR61,0.0,0.0,0.0,0.0,0.5263323680069784,0.0,0.0
CACYBP,0.0,0.0,0.0,0.0,0.6319027823481694,0.0,0.0
MAPKAPK3,0.0,0.0,0.0,0.0,0.3684510139839747,0.0,0.0
EPSTI1,0.0,0.0,0.0,0.0,0.32055051687362823,0.0,0.0
MARCH2,0.0,0.0,0.0,0.0,0.35628109820130244,0.0,0.0
TMC6,0.0,0.0,0.0,0.0,0.4208520241168562,0.0,0.0
MOB3B,0.0,0.0,0.0,0.0,0.17847150799111464,0.0,0.0
GK,0.0,0.0,0.0,0.0,0.2685393838388238,0.0,0.0
CTBS,0.0,0.0,0.0,0.0,0.35391104295526404,0.0,0.0
ACAP2,0.0,0.0,0.0,0.0,0.3948857460907552,0.0,0.0
IFIT2,0.0,0.0,0.0,0.0,0.2079050902391954,0.0,0.0
ACOT4,0.0,0.0,0.0,0.0,0.21570138677625275,0.0,0.0
FMNL1,0.0,0.0,0.0,0.0,0.39257731329151646,0.0,0.0
ARHGAP30,0.0,0.0,0.0,0.0,0.43917058015037663,0.0,0.0
DLD,0.0,0.0,0.0,0.0,0.44347584345187285,0.0,0.0
ATP6V1H,0.0,0.0,0.0,0.0,0.37561191471501343,0.0,0.0
HVCN1,0.0,0.0,0.0,0.0,0.2504602141059572,0.0,0.0
B3GNT7,0.0,0.0,0.0,0.0,0.2579294159060363,0.0,0.0
ADAM17,0.0,0.0,0.0,0.0,0.27481378701722026,0.0,0.0
UBE2D1,0.0,0.0,0.0,0.0,0.3937987810580516,0.0,0.0
SAMM50,0.0,0.0,0.0,0.0,0.3947120547335813,0.0,0.0
SHKBP1,0.0,0.0,0.0,0.0,0.4842850022474366,0.0,0.0
IVNS1ABP,0.0,0.0,0.0,0.0,0.4073068834299656,0.0,0.0
MYO1G,0.0,0.0,0.0,0.0,0.34626008945479453,0.0,0.0
TMEM33,0.0,0.0,0.0,0.0,0.42186105120124534,0.0,0.0
SLC25A24,0.0,0.0,0.0,0.0,0.3288669153513362,0.0,0.0
DPH3,0.0,0.0,0.0,0.0,0.3551557964173107,0.0,0.0
VPS35,0.0,0.0,0.0,0.0,0.5722053253227982,0.0,0.0
PYGL,0.0,0.0,0.0,0.0,0.22091120313093973,0.0,0.0
UROD,0.0,0.0,0.0,0.0,0.4414164845296158,0.0,0.0
TMEM251,0.0,0.0,0.0,0.0,0.30343001399390596,0.0,0.0
ANAPC15,0.0,0.0,0.0,0.0,0.38257060143394317,0.0,0.0
LSM10,0.0,0.0,0.0,0.0,0.45991642771233465,0.0,0.0
MAN1A1,0.0,0.0,0.0,0.0,0.2756294062957641,0.0,0.0
MOB1A,0.0,0.0,0.0,0.0,0.31097163585127735,0.0,0.0
C1D,0.0,0.0,0.0,0.0,0.6050393661256476,0.0,0.0
TNFAIP2,0.0,0.0,0.0,0.0,0.2202029821987236,0.0,0.0
BCKDK,0.0,0.0,0.0,0.0,0.3748639824712296,0.0,0.0
ITPA,0.0,0.0,0.0,0.0,0.4804656124111883,0.0,0.0
APH1B,0.0,0.0,0.0,0.0,0.26106461766903416,0.0,0.0
SNAPIN,0.0,0.0,0.0,0.0,0.4566040695993518,0.0,0.0
ABHD12,0.0,0.0,0.0,0.0,0.33568552628385384,0.0,0.0
KCTD12,0.0,0.0,0.0,0.0,0.35971374389886185,0.0,0.0
SP110,0.0,0.0,0.0,0.0,0.4465662800474814,0.0,0.0
DENND5A,0.0,0.0,0.0,0.0,0.20283528687297803,0.0,0.0
FKBP15,0.0,0.0,0.0,0.0,0.21923839966274475,0.0,0.0
PHYH,0.0,0.0,0.0,0.0,0.31019372107287224,0.0,0.0
COPRS,0.0,0.0,0.0,0.0,0.4075425087547461,0.0,0.0
VMA21,0.0,0.0,0.0,0.0,0.34770724794291596,0.0,0.0
FAM50A,0.0,0.0,0.0,0.0,0.53236483241727,0.0,0.0
MRPL34,0.0,0.0,0.0,0.0,0.5869080179617923,0.0,0.0
SLC35F6,0.0,0.0,0.0,0.0,0.27530104923111387,0.0,0.0
HAGH,0.0,0.0,0.0,0.0,0.5722053253227982,0.0,0.0
TRAPPC3,0.0,0.0,0.0,0.0,0.5620642306314286,0.0,0.0
DOCK11,0.0,0.0,0.0,0.0,0.24689858396735168,0.0,0.0
MAPRE1,0.0,0.0,0.0,0.0,0.5533510555673834,0.0,0.0
RABGGTB,0.0,0.0,0.0,0.0,0.4041693192400865,0.0,0.0
DOK1,0.0,0.0,0.0,0.0,0.261910439951566,0.0,0.0
S1PR4,0.0,0.0,0.0,0.0,0.35564083977810584,0.0,0.0
C7orf50,0.0,0.0,0.0,0.0,0.6226876369971939,0.0,0.0
MTX1,0.0,0.0,0.0,0.0,0.4253030717177102,0.0,0.0
ADRM1,0.0,0.0,0.0,0.0,0.7324572127800333,0.0,0.0
SMIM14,0.0,0.0,0.0,0.0,0.4916682445298861,0.0,0.0
SNF8,0.0,0.0,0.0,0.0,0.5739942401583377,0.0,0.0
YWHAG,0.0,0.0,0.0,0.0,0.34498123055448765,0.0,0.0
DPYSL2,0.0,0.0,0.0,0.0,0.5143705839720855,0.0,0.0
SDF2L1,0.0,0.0,0.0,0.0,0.5459014185781307,0.0,0.0
SYK,0.0,0.0,0.0,0.0,0.22151556548739879,0.0,0.0
DCTN6,0.0,0.0,0.0,0.0,0.5694433676721856,0.0,0.0
MIS18BP1,0.0,0.0,0.0,0.0,0.31633732821215704,0.0,0.0
SPATS2L,0.0,0.0,0.0,0.0,0.4148468400331404,0.0,0.0
HADH,0.0,0.0,0.0,0.0,0.36480818911033547,0.0,0.0
C14orf119,0.0,0.0,0.0,0.0,0.6154476460188276,0.0,0.0
CCDC90B,0.0,0.0,0.0,0.0,0.38440172576800424,0.0,0.0
PDIA4,0.0,0.0,0.0,0.0,0.5865095255203518,0.0,0.0
NEU1,0.0,0.0,0.0,0.0,0.39734978414791056,0.0,0.0
SLC6A6,0.0,0.0,0.0,0.0,0.29329870424632287,0.0,0.0
CCDC53,0.0,0.0,0.0,0.0,0.45765659934627967,0.0,0.0
NAGA,0.0,0.0,0.0,0.0,0.2582643387920848,0.0,0.0
OGFR,0.0,0.0,0.0,0.0,0.4138541478201949,0.0,0.0
REEP3,0.0,0.0,0.0,0.0,0.3795868128800215,0.0,0.0
TIMM8B,0.0,0.0,0.0,0.0,0.5780702156720078,0.0,0.0
CBX3,0.0,0.0,0.0,0.0,0.534386923104388,0.0,0.0
DCTPP1,0.0,0.0,0.0,0.0,0.37504890389366574,0.0,0.0
NARS,0.0,0.0,0.0,0.0,0.5066737163894947,0.0,0.0
SKAP2,0.0,0.0,0.0,0.0,0.4379490995216589,0.0,0.0
TMEM70,0.0,0.0,0.0,0.0,0.42179784318309943,0.0,0.0
SURF1,0.0,0.0,0.0,0.0,0.4550502762750591,0.0,0.0
SNX6,0.0,0.0,0.0,0.0,0.5157537319785498,0.0,0.0
DERL1,0.0,0.0,0.0,0.0,0.47912808021062836,0.0,0.0
FAM173A,0.0,0.0,0.0,0.0,0.42460645396073243,0.0,0.0
