EID,EC,Epi_basal,Epi_stratified,Epi_suprabasal,Epi_upper,Fib,Gland,IC,weight
149428,0.8963312433545237,0.8963312433545237,0.8963312433545237,0.8963312433545237,0.0,0.8963312433545237,0.8963312433545237,0.8963312433545237,0.8963312433545237
201799,0.2705077961880558,0.2705077961880558,0.2705077961880558,0.2705077961880558,0.0,0.2705077961880558,0.2705077961880558,0.2705077961880558,0.2705077961880558
4938,0.6941120964959745,0.6941120964959745,0.6941120964959745,0.6941120964959745,0.0,0.6941120964959745,0.6941120964959745,0.6941120964959745,0.6941120964959745
195814,0.779596705432529,0.779596705432529,0.779596705432529,0.779596705432529,0.0,0.779596705432529,0.779596705432529,0.779596705432529,0.779596705432529
27071,0.905,0.905,0.905,0.905,0.0,0.905,0.905,0.905,0.905
8743,0.1670395195736511,0.1670395195736511,0.1670395195736511,0.1670395195736511,0.0,0.1670395195736511,0.0,0.1670395195736511,0.1670395195736511
824,0.9067800212305476,0.9067800212305476,0.9067800212305476,0.9067800212305476,0.0,0.9067800212305476,0.9067800212305476,0.9067800212305476,0.9067800212305476
837,0.9325,0.9325,0.9325,0.9325,0.0,0.9325,0.9325,0.9325,0.9325
3861,0.8722498234498628,0.0,0.8722498234498628,0.0,0.8722498234498628,0.8722498234498628,0.0,0.8722498234498628,0.8722498234498628
57016,0.654894875841362,0.654894875841362,0.0,0.0,0.654894875841362,0.654894875841362,0.654894875841362,0.654894875841362,0.654894875841362
3868,0.5449336377331986,0.5449336377331986,0.0,0.0,0.0,0.5449336377331986,0.5449336377331986,0.5449336377331986,0.5449336377331986
6192,0.4235261319454279,0.4235261319454279,0.4235261319454279,0.0,0.4235261319454279,0.4235261319454279,0.4235261319454279,0.4235261319454279,0.4235261319454279
3872,0.7155623912165989,0.7155623912165989,0.7155623912165989,0.0,0.7155623912165989,0.7155623912165989,0.7155623912165989,0.7155623912165989,0.7155623912165989
6665,0.6300499582288808,0.6300499582288808,0.6300499582288808,0.0,0.6300499582288808,0.6300499582288808,0.6300499582288808,0.6300499582288808,0.6300499582288808
2707,0.7929772561885285,0.7929772561885285,0.7929772561885285,0.0,0.7929772561885285,0.7929772561885285,0.7929772561885285,0.7929772561885285,0.7929772561885285
282991,0.1497848177421901,0.1497848177421901,0.1497848177421901,0.0,0.1497848177421901,0.1497848177421901,0.1497848177421901,0.1497848177421901,0.1497848177421901
9689,0.073503726694117,0.073503726694117,0.073503726694117,0.0,0.0,0.073503726694117,0.073503726694117,0.073503726694117,0.073503726694117
3854,0.8968917733938657,0.8968917733938657,0.0,0.0,0.0,0.8968917733938657,0.8968917733938657,0.8968917733938657,0.8968917733938657
286887,0.8597187582996484,0.8597187582996484,0.0,0.0,0.0,0.8597187582996484,0.8597187582996484,0.8597187582996484,0.8597187582996484
6317,0.7189526571133389,0.7189526571133389,0.0,0.7189526571133389,0.0,0.7189526571133389,0.7189526571133389,0.7189526571133389,0.7189526571133389
1824,0.113171771053573,0.113171771053573,0.0,0.113171771053573,0.0,0.113171771053573,0.113171771053573,0.113171771053573,0.113171771053573
1830,0.694155884532208,0.694155884532208,0.0,0.0,0.0,0.694155884532208,0.694155884532208,0.694155884532208,0.694155884532208
9982,0.4480932502865585,0.0,0.0,0.0,0.4480932502865585,0.4480932502865585,0.4480932502865585,0.4480932502865585,0.4480932502865585
5268,0.9380031619724644,0.0,0.0,0.0,0.9380031619724644,0.9380031619724644,0.9380031619724644,0.9380031619724644,0.9380031619724644
5275,0.8966490371164719,0.8966490371164719,0.0,0.8966490371164719,0.0,0.8966490371164719,0.8966490371164719,0.8966490371164719,0.8966490371164719
11187,0.826395580375821,0.826395580375821,0.0,0.0,0.0,0.826395580375821,0.826395580375821,0.826395580375821,0.826395580375821
2709,0.6158499312259635,0.6158499312259635,0.0,0.6158499312259635,0.6158499312259635,0.6158499312259635,0.6158499312259635,0.6158499312259635,0.6158499312259635
822,0.824061783848601,0.824061783848601,0.0,0.0,0.824061783848601,0.824061783848601,0.0,0.824061783848601,0.824061783848601
84958,0.3214019591895356,0.3214019591895356,0.0,0.0,0.3214019591895356,0.3214019591895356,0.3214019591895356,0.3214019591895356,0.3214019591895356
3866,0.7039312603455276,0.0,0.0,0.0,0.7039312603455276,0.7039312603455276,0.0,0.7039312603455276,0.7039312603455276
1308,0.8565320304861759,0.0,0.8565320304861759,0.8565320304861759,0.8565320304861759,0.8565320304861759,0.8565320304861759,0.8565320304861759,0.8565320304861759
10457,0.91780441177638,0.0,0.91780441177638,0.91780441177638,0.91780441177638,0.0,0.91780441177638,0.91780441177638,0.91780441177638
29108,0.0728021978021978,0.0,0.0728021978021978,0.0,0.0728021978021978,0.0728021978021978,0.0728021978021978,0.0728021978021978,0.0728021978021978
132299,0.3514285714285714,0.0,0.3514285714285714,0.0,0.3514285714285714,0.3514285714285714,0.0,0.3514285714285714,0.3514285714285714
972,0.0,0.2403795435820729,0.2403795435820729,0.2403795435820729,0.2403795435820729,0.2403795435820729,0.0,0.0,0.2403795435820729
7122,0.0,0.8970095005763045,0.8970095005763045,0.8970095005763045,0.8970095005763045,0.8970095005763045,0.8970095005763045,0.8970095005763045,0.8970095005763045
358,0.0,0.557120275326885,0.557120275326885,0.557120275326885,0.557120275326885,0.557120275326885,0.557120275326885,0.557120275326885,0.557120275326885
3429,0.0,0.5792166453647069,0.0,0.5792166453647069,0.0,0.5792166453647069,0.5792166453647069,0.5792166453647069,0.5792166453647069
3122,0.0,0.203312958295465,0.203312958295465,0.203312958295465,0.203312958295465,0.203312958295465,0.203312958295465,0.203312958295465,0.203312958295465
3113,0.0,0.1968861997488558,0.1968861997488558,0.1968861997488558,0.1968861997488558,0.1968861997488558,0.1968861997488558,0.1968861997488558,0.1968861997488558
2022,0.0,0.742288624065208,0.742288624065208,0.742288624065208,0.742288624065208,0.742288624065208,0.742288624065208,0.742288624065208,0.742288624065208
5552,0.0,0.6956465413453106,0.6956465413453106,0.6956465413453106,0.6956465413453106,0.6956465413453106,0.6956465413453106,0.0,0.6956465413453106
2,0.0,0.9135720165548152,0.9135720165548152,0.9135720165548152,0.9135720165548152,0.9135720165548152,0.9135720165548152,0.9135720165548152,0.9135720165548152
161198,0.0,0.7816798560661681,0.7816798560661681,0.7816798560661681,0.7816798560661681,0.7816798560661681,0.7816798560661681,0.7816798560661681,0.7816798560661681
3115,0.0,0.3752569430693597,0.3752569430693597,0.3752569430693597,0.3752569430693597,0.3752569430693597,0.3752569430693597,0.3752569430693597,0.3752569430693597
168537,0.0,0.7504331019515231,0.7504331019515231,0.7504331019515231,0.7504331019515231,0.7504331019515231,0.7504331019515231,0.7504331019515231,0.7504331019515231
10791,0.0,0.1823809523809524,0.1823809523809524,0.1823809523809524,0.1823809523809524,0.1823809523809524,0.1823809523809524,0.1823809523809524,0.1823809523809524
1043,0.445,0.445,0.445,0.445,0.445,0.445,0.445,0.0,0.445
1672,0.785,0.785,0.0,0.785,0.785,0.785,0.0,0.785,0.785
3880,0.2021428571428571,0.0,0.2021428571428571,0.0,0.0,0.2021428571428571,0.0,0.2021428571428571,0.2021428571428571
6288,0.7491666666666668,0.7491666666666668,0.7491666666666668,0.7491666666666668,0.7491666666666668,0.7491666666666668,0.0,0.7491666666666668,0.7491666666666668
4072,0.0642857142857142,0.0642857142857142,0.0642857142857142,0.0642857142857142,0.0642857142857142,0.0642857142857142,0.0,0.0642857142857142,0.0642857142857142
5320,0.93,0.93,0.93,0.93,0.93,0.0,0.93,0.93,0.93
715,0.0325,0.0325,0.0325,0.0325,0.0325,0.0,0.0325,0.0325,0.0325
710,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.75
6649,0.3639285714285714,0.3639285714285714,0.3639285714285714,0.3639285714285714,0.3639285714285714,0.0,0.3639285714285714,0.3639285714285714,0.3639285714285714
2878,0.088,0.088,0.088,0.088,0.0,0.0,0.088,0.088,0.088
6423,0.02,0.02,0.02,0.02,0.02,0.0,0.02,0.02,0.02
10398,0.1652941176470588,0.1652941176470588,0.1652941176470588,0.1652941176470588,0.1652941176470588,0.0,0.1652941176470588,0.1652941176470588,0.1652941176470588
3488,0.5125,0.5125,0.5125,0.5125,0.5125,0.0,0.5125,0.5125,0.5125
125,0.675,0.675,0.675,0.675,0.675,0.0,0.675,0.675,0.675
8076,0.8600000000000001,0.8600000000000001,0.8600000000000001,0.8600000000000001,0.8600000000000001,0.0,0.8600000000000001,0.8600000000000001,0.8600000000000001
800,0.9,0.9,0.9,0.9,0.9,0.0,0.9,0.9,0.9
374897,0.76,0.76,0.0,0.76,0.0,0.76,0.76,0.76,0.76
5646,0.7042857142857143,0.7042857142857143,0.7042857142857143,0.7042857142857143,0.0,0.7042857142857143,0.7042857142857143,0.7042857142857143,0.7042857142857143
5266,0.69,0.69,0.69,0.69,0.0,0.69,0.69,0.69,0.69
56901,0.0454545454545454,0.0454545454545454,0.0,0.0454545454545454,0.0,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0454545454545454
3248,0.0466666666666666,0.0466666666666666,0.0466666666666666,0.0466666666666666,0.0,0.0466666666666666,0.0466666666666666,0.0466666666666666,0.0466666666666666
311,0.1615384615384615,0.1615384615384615,0.0,0.1615384615384615,0.0,0.1615384615384615,0.1615384615384615,0.1615384615384615,0.1615384615384615
29984,0.0473529411764705,0.0473529411764705,0.0,0.0473529411764705,0.0,0.0473529411764705,0.0473529411764705,0.0473529411764705,0.0473529411764705
647024,0.61,0.61,0.0,0.61,0.0,0.61,0.61,0.61,0.61
7105,0.4866666666666666,0.4866666666666666,0.4866666666666666,0.4866666666666666,0.0,0.4866666666666666,0.4866666666666666,0.4866666666666666,0.4866666666666666
1410,0.5025,0.5025,0.5025,0.5025,0.0,0.0,0.5025,0.5025,0.5025
2327,0.675,0.675,0.675,0.675,0.0,0.675,0.675,0.675,0.675
64787,0.0638095238095238,0.0638095238095238,0.0638095238095238,0.0638095238095238,0.0,0.0638095238095238,0.0638095238095238,0.0638095238095238,0.0638095238095238
347735,0.81,0.81,0.81,0.81,0.0,0.81,0.81,0.81,0.81
968,0.44,0.44,0.44,0.44,0.0,0.44,0.44,0.44,0.44
79153,0.776,0.776,0.776,0.776,0.0,0.776,0.776,0.776,0.776
11343,0.1170242656449553,0.1170242656449553,0.1170242656449553,0.1170242656449553,0.0,0.1170242656449553,0.1170242656449553,0.1170242656449553,0.1170242656449553
55001,0.1206666666666666,0.1206666666666666,0.1206666666666666,0.1206666666666666,0.0,0.1206666666666666,0.1206666666666666,0.1206666666666666,0.1206666666666666
54502,0.684375,0.684375,0.684375,0.684375,0.0,0.684375,0.684375,0.684375,0.684375
374907,0.7,0.7,0.7,0.7,0.0,0.7,0.7,0.7,0.7
92359,0.90125,0.90125,0.90125,0.90125,0.0,0.90125,0.90125,0.90125,0.90125
196264,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.0222222222222222
3669,0.88,0.88,0.88,0.88,0.0,0.88,0.88,0.88,0.88
5764,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333
3682,0.9175,0.9175,0.9175,0.0,0.9175,0.9175,0.9175,0.9175,0.9175
163351,0.45,0.45,0.0,0.0,0.45,0.45,0.45,0.45,0.45
10205,0.4,0.4,0.0,0.0,0.0,0.4,0.4,0.4,0.4
84290,0.89,0.89,0.0,0.89,0.89,0.89,0.89,0.89,0.89
2877,0.7866666666666666,0.7866666666666666,0.0,0.0,0.7866666666666666,0.7866666666666666,0.7866666666666666,0.7866666666666666,0.7866666666666666
7850,0.92,0.0,0.92,0.92,0.92,0.92,0.92,0.92,0.92
217,0.2563636363636364,0.0,0.2563636363636364,0.0,0.2563636363636364,0.2563636363636364,0.2563636363636364,0.2563636363636364,0.2563636363636364
2532,0.0,0.5825,0.5825,0.5825,0.5825,0.5825,0.5825,0.5825,0.5825
8404,0.0,0.58,0.58,0.58,0.58,0.0,0.58,0.58,0.58
83483,0.0,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
10268,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024
6035,0.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
3399,0.0,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0285714285714285
10252,0.0,0.0288888888888888,0.0288888888888888,0.0288888888888888,0.0288888888888888,0.0288888888888888,0.0288888888888888,0.0288888888888888,0.0288888888888888
8692,0.0,0.878,0.878,0.878,0.878,0.878,0.878,0.878,0.878
58494,0.0,0.0311111111111111,0.0311111111111111,0.0311111111111111,0.0311111111111111,0.0311111111111111,0.0311111111111111,0.0311111111111111,0.0311111111111111
1397,0.0,0.8858333333333334,0.8858333333333334,0.8858333333333334,0.0,0.8858333333333334,0.8858333333333334,0.8858333333333334,0.8858333333333334
6623,0.0,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.6133333333333333,0.6133333333333333
