marker_ID,Basal,EC,Fat,Fib,Luminal,Lym,MP
POLD4,0.0,0.0,0.0,0.0,0.4473991625010104,0.0,0.6204561302533201
DBNL,0.0,0.0,0.0,0.0,0.1873643212622299,0.0,0.36629228419639615
SUMO3,0.0,0.0,0.0,0.0,0.38842304893625795,0.0,0.4224989710250326
RAB11B,0.6388358889233667,0.6394380613525832,0.0,0.0,0.6904084759974009,0.0,0.7025114823853174
ATP6V0D1,0.0,0.0,0.0,0.0,0.18277602327150794,0.0,0.5738747294960032
GPSM3,0.0,0.0,0.0,0.0,0.0,0.0,0.5445391629015617
PRKCD,0.0,0.0,0.0,0.0,0.0,0.0,0.42929925822464765
MS4A6A,0.0,0.0,0.0,0.0,0.0,0.0,0.3651481916711489
EIF2S3B,0.49506147248519433,0.0,0.0,0.0,0.4820949490766595,0.0,0.5156904301349988
RWDD1,0.6126864390620268,0.0,0.0,0.0,0.6398613551412462,0.0,0.6427244188136712
DNAJC15,0.0,0.0,0.0,0.0,0.31838386021777654,0.0,0.43120481440915986
SNAP23,0.0,0.0,0.0,0.0,0.0,0.0,0.45681760598141063
DKFZp761E1322,0.5518086661816282,0.5583757561343384,0.0,0.0,0.6674739278155754,0.0,0.7129210663415213
CSK,0.0,0.0,0.0,0.0,0.0,0.0,0.4245187376299443
ITGB2,0.0,0.0,0.0,0.0,0.0,0.0,0.18997123400384502
NAPSA,0.0,0.0,0.0,0.0,0.0,0.0,0.3497515412594352
COX16,0.0,0.0,0.0,0.0,0.0,0.0,0.36941007159063854
SMS,0.0,0.0,0.0,0.0,0.0,0.0,0.36422645105665535
AKAP13,0.0,0.0,0.0,0.1710603279532069,0.0,0.0,0.6256191491728983
CRLF2 fusion,0.0,0.0,0.0,0.0,0.0,0.0,0.3451753710899932
TOB2,0.0,0.0,0.0,0.0,0.0,0.0,0.5236819664715179
ST13,0.0,0.0,0.0,0.0,0.596999573853874,0.0,0.6028471637793296
P2RY10,0.0,0.0,0.0,0.0,0.0,0.0,0.37819844810478886
ARHGAP30,0.0,0.0,0.0,0.0,0.0,0.0,0.3592899008149718
TNFAIP8,0.28533809230115553,0.0,0.0,0.0,0.35496469975882167,0.0,0.6350028212127918
DDX6,0.0,0.0,0.0,0.0,0.32462310377309844,0.0,0.598180060510144
PRKCB,0.0,0.0,0.0,0.0,0.0,0.0,0.36096613098556785
LSM5,0.31505391246659864,0.0,0.0,0.0,0.42968193449652653,0.0,0.7073707418942619
DERL1,0.41015142908262114,0.0,0.0,0.5616275129983466,0.40142303207475316,0.0,0.562031804752104
SF3B2,0.516177786208611,0.0,0.0,0.0,0.636135206788353,0.0,0.6363291033751329
CWC15,0.3033464239481847,0.0,0.0,0.0,0.5767904538810985,0.0,0.6728474541534297
SCP2,0.5552584925329789,0.0,0.0,0.0,0.8628717466940685,0.0,0.904760327568008
IK,0.0,0.0,0.0,0.0,0.0,0.0,0.41181380552747715
CDC42SE2,0.0,0.0,0.0,0.0,0.0,0.0,0.46704539728696876
CAPZA1,0.0,0.3346758724199829,0.0,0.0,0.240162230626626,0.0,0.33994893197282067
TMEM123,0.5150979429764475,0.45024649682001705,0.0,0.0,0.5059404806999017,0.0,0.7899549032004813
TANK,0.0,0.0,0.0,0.0,0.0,0.0,0.3488727649369553
CORO1A,0.0,0.0,0.0,0.0,0.0,2.0918333832691975,1.6897262411051797
LIMD2,0.0,0.0,0.0,0.0,0.33728564530652305,1.9287930211536874,0.8064941376229781
VPS37B,0.6153311434690591,0.0,0.0,0.0,1.2983417685085736,2.1824290630526244,1.1178658325932025
SATB1,0.0,0.0,0.0,0.0,0.0,1.7887104328553236,0.7149790294596468
CCR7,0.0,0.0,0.0,0.0,0.0,1.8026756914918705,0.9842409975913686
PTPN18,0.0,0.0,0.0,0.0,0.13445018064422465,1.876589464435845,1.634575343423473
ARHGDIB,0.0,0.0,0.0,0.0,0.0,1.6467793123948802,1.3351340904875668
CD3D,0.0,0.0,0.0,0.0,0.0,1.8042286334042958,0.0
CYTIP,0.0,0.0,0.0,0.0,0.0,1.5496638840563395,1.387725021622971
STK17B,0.0,0.0,0.0,0.0,0.0,1.4242099278660005,0.9987495341258787
RAC2,0.0,0.0,0.0,0.0,0.0,2.039204269224438,1.1894005824437206
EMB,0.7775461125784497,0.0,0.0,0.0,0.0,1.1809097887287352,0.0
GMFG,0.0,0.0,0.0,0.0,0.0,1.2344963372271007,1.122539911524426
GRAMD2B,0.0,0.0,0.0,0.0,0.0,1.1891072614610088,0.0
IFNGR1,0.0,0.40194633356925635,0.0,0.0,0.0,1.2005073219122235,0.860583295682684
HCST,0.0,0.0,0.0,0.0,0.0,1.1867296122868913,0.0
PTPRCAP,0.0,0.0,0.0,0.0,0.0,1.0651039991066924,0.0
IL21R,0.0,0.0,0.0,0.0,0.0,1.0579313146665736,0.0
TSC22D3,0.0,0.0,0.0,0.0,0.0,1.2588677743262393,0.7836948742482905
LCK,0.0,0.0,0.0,0.0,0.0,1.0243898615374172,0.0
CD3E,0.0,0.0,0.0,0.0,0.0,0.9796848619628925,0.0
SELPLG,0.0,0.0,0.0,0.0,0.0,1.0482091162600449,0.9877497965231754
LAT,0.0,0.0,0.0,0.0,0.0,0.9612591568176291,0.0
PTPRC,0.0,0.0,0.0,0.0,0.0,1.0857139787635095,0.856491097531469
SEPTIN1,0.0,0.0,0.0,0.0,0.0,1.0276051369258024,0.0
LTB,0.0,0.0,0.0,0.0,0.0,0.9459657630378682,0.0
HMGB2,0.0,0.0,0.0,0.0,0.6857631807653054,1.120133141032075,0.9732296581182138
CD3G,0.0,0.0,0.0,0.0,0.0,1.3180096617239265,0.0
FAM107B,0.0,0.0,0.0,0.0,0.8858398492149986,1.46659353165901,0.9807592531812372
SYF2,0.0,0.3896645632773219,0.0,0.0,0.39845672834965723,0.8387053824229622,0.4547212520907336
OSTF1,0.0,0.7381495699573689,0.0,0.0,0.5420558502625817,1.023132687078154,0.9845732147980482
CD37,0.0,0.0,0.0,0.0,0.0,1.1793477570205468,0.7077634069693083
GIMAP6,0.0,1.1953391909166884,0.0,0.0,0.0,1.2955136345910656,0.0
