marker_ID,Endo,Epi,Gran,Lym,Macro,Mono,Stromal,weight
1880,0.75,0.75,0.75,0.75,0.75,0.0,0.75,0.75
9262,0.93,0.93,0.0,0.93,0.0,0.0,0.93,0.93
2124,0.86,0.86,0.86,0.86,0.0,0.0,0.86,0.86
9556,,0.0,0.0,,0.0,0.0,,0.0
2123,0.865,0.865,0.865,0.865,0.0,0.0,0.865,0.865
7351,0.02654761904761905,0.02654761904761905,0.02654761904761905,0.02654761904761905,0.0,0.0,0.02654761904761905,0.02654761904761905
4154,0.6025,0.6025,0.6025,0.6025,0.0,0.0,0.6025,0.6025
4695,,0.0,,,0.0,0.0,,0.0
6418,,0.0,,,0.0,0.0,,0.0
712,0.85,0.85,0.85,0.85,0.0,0.85,0.85,0.85
341,0.9328571428571428,0.9328571428571428,0.9328571428571428,0.9328571428571428,0.0,0.9328571428571428,0.9328571428571428,0.9328571428571428
714,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.8866666666666667,0.0,0.8866666666666667,0.8866666666666667,0.8866666666666667
54,0.522,0.522,0.522,0.522,0.0,0.522,0.522,0.522
54210,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.75
4481,0.6433333333333333,0.6433333333333333,0.6433333333333333,0.6433333333333333,0.0,0.6433333333333333,0.6433333333333333,0.6433333333333333
4973,0.92,0.92,0.92,0.92,0.0,0.92,0.92,0.92
1593,0.041249999999999995,0.041249999999999995,0.041249999999999995,0.041249999999999995,0.0,0.041249999999999995,0.041249999999999995,0.041249999999999995
284013,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.20500000000000002,0.0,0.20500000000000002,0.20500000000000002,0.20500000000000002
6556,0.826,0.826,0.826,0.826,0.0,0.826,0.826,0.826
56729,0.784,0.784,0.784,0.784,0.0,0.784,0.784,0.784
5468,0.3883333333333333,0.3883333333333333,0.3883333333333333,0.3883333333333333,0.0,0.3883333333333333,0.3883333333333333,0.3883333333333333
10327,,,,,0.0,,,0.0
9619,0.84,0.84,0.84,0.84,0.0,0.84,0.84,0.84
55177,,,,,0.0,,,0.0
2819,0.41,0.41,0.41,0.41,0.0,0.41,0.41,0.41
3624,0.85,0.85,0.85,0.85,0.0,0.85,0.85,0.85
8942,0.57,0.57,0.57,0.57,0.0,0.57,0.57,0.57
51097,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11
1672,0.785,0.785,0.785,0.785,0.0,0.785,0.785,0.785
11309,0.825,0.825,0.825,0.825,0.0,0.825,0.825,0.825
146722,0.8766666666666667,0.8766666666666667,0.8766666666666667,0.8766666666666667,0.0,0.8766666666666667,0.8766666666666667,0.8766666666666667
10326,0.83,0.83,0.83,0.83,0.0,0.83,0.83,0.83
401494,0.09625,0.09625,0.09625,0.09625,0.0,0.09625,0.09625,0.09625
3437,0.81,0.81,0.81,0.81,0.0,0.81,0.81,0.81
79717,0.12533333333333332,0.12533333333333332,0.12533333333333332,0.12533333333333332,0.0,0.12533333333333332,0.12533333333333332,0.12533333333333332
55862,,,,,0.0,,,0.0
338442,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.0,0.7999999999999999,0.7999999999999999,0.7999999999999999
339487,,,,,0.0,,,0.0
683,0.57,0.57,0.57,0.57,0.0,0.57,0.57,0.57
53,,,,,0.0,,,0.0
64098,0.7444444444444445,0.7444444444444445,0.7444444444444445,0.7444444444444445,0.0,0.7444444444444445,0.7444444444444445,0.7444444444444445
128338,,,,,0.0,,,0.0
91544,,,,,0.0,,,0.0
3423,,,,,0.0,,,0.0
2519,,,,,0.0,,,0.0
5701,,,,,0.0,,,0.0
