marker_ID,EC,Epi,Fib,IC
PDE8A,0.0,0.6931471824645996,0.0,0.0
PTPRB,1.7917594909667969,0.0,0.0,0.0
EMCN,1.6094379425048828,0.0,0.0,0.0
ST6GALNAC3,1.7917594909667969,0.0,0.0,0.0
EPAS1,1.7917594909667969,0.0,0.0,0.0
FLT1,1.6094379425048828,0.0,0.0,0.0
SLCO2A1,1.3862943649291992,0.0,0.0,0.0
ASAP1,1.3862943649291992,0.0,0.0,0.0
RASAL2,1.6094379425048828,0.0,0.0,0.0
SEC14L1,1.3862943649291992,0.0,0.0,0.0
SH3RF3,1.0986123085021973,0.0,0.0,0.0
TEK,1.0986123085021973,0.0,0.0,0.0
NRG3,1.0986123085021973,0.0,0.0,0.0
TCF4,1.0986123085021973,0.0,0.0,0.0
ADGRF5,1.0986123085021973,0.0,0.0,0.0
GRB10,1.0986123085021973,0.0,0.0,0.0
KALRN,1.0986123085021973,0.0,0.0,0.0
SNED1,1.0986123085021973,0.0,0.0,0.0
SASH1,1.0986123085021973,0.0,0.0,0.0
DOCK9,1.0986123085021973,0.0,0.0,0.0
RAPGEF4,0.6931471824645996,0.0,0.0,0.0
PECAM1,0.6931471824645996,0.0,0.0,0.0
APP,1.3862943649291992,0.0,0.0,0.0
PITPNC1,1.0986123085021973,0.0,0.0,0.0
ARHGAP31,0.6931471824645996,0.0,0.0,0.0
EGFL7,0.6931471824645996,0.0,0.0,0.0
NOSTRIN,0.6931471824645996,0.0,0.0,0.0
CDH13,0.6931471824645996,0.0,0.0,0.0
ERG,0.6931471824645996,0.0,0.0,0.0
GNA14,0.6931471824645996,0.0,0.0,0.0
SHANK3,0.6931471824645996,0.0,0.0,0.0
RARB,0.6931471824645996,0.0,0.0,0.0
ANKS1A,1.0986123085021973,0.0,0.0,0.0
CNTNAP3B,1.0986123085021973,0.0,0.0,0.0
PREX2,0.6931471824645996,0.0,0.0,0.0
EML1,0.6931471824645996,0.0,0.0,0.0
TGFBR2,0.6931471824645996,0.0,0.0,0.0
KLF7,0.6931471824645996,0.0,0.0,0.0
HIVEP3,0.6931471824645996,0.0,0.0,0.0
IL6ST,0.6931471824645996,0.0,0.0,0.0
PLEKHG1,0.6931471824645996,0.0,0.0,0.0
ITGA9,0.6931471824645996,0.0,0.0,0.0
LIFR,1.0986123085021973,0.0,0.0,0.0
PPFIBP1,1.0986123085021973,0.0,0.0,0.0
PLPP3,0.6931471824645996,0.0,0.0,0.0
ETS1,0.6931471824645996,0.0,0.0,0.0
ADGRL4,0.6931471824645996,0.0,0.0,0.0
DNM3,0.6931471824645996,0.0,0.0,0.0
PIK3C2A,1.0986123085021973,0.0,0.0,0.0
ENG,0.6931471824645996,0.0,0.0,0.0
TBC1D8,0.6931471824645996,0.0,0.0,0.0
ADGRL2,1.0986123085021973,0.0,0.0,0.0
PEAK1,0.6931471824645996,0.0,0.0,0.0
MEF2C,0.6931471824645996,0.0,0.0,0.0
SLCO3A1,0.6931471824645996,0.0,0.0,0.0
DLC1,0.3465735912322998,0.0,0.0,0.0
XAF1,0.6931471824645996,0.0,0.0,0.0
CDK17,0.6931471824645996,0.0,0.0,0.0
RBMS2,0.6931471824645996,0.0,0.0,0.0
PIAS1,0.6931471824645996,0.0,0.0,0.0
EPB41L4A,1.0986123085021973,0.0,0.0,0.0
PLCB1,1.0986123085021973,0.0,0.0,0.0
ZBTB46,0.6931471824645996,0.0,0.0,0.0
SP100,0.6931471824645996,0.0,0.0,0.0
STARD13,0.6931471824645996,0.0,0.0,0.0
NCOA3,0.6931471824645996,0.0,0.0,0.0
SERPINB6,0.6931471824645996,0.0,0.0,0.0
NCOA7,0.6931471824645996,0.0,0.0,0.0
PRKCE,1.0986123085021973,0.0,0.0,0.0
CCNY,0.6931471824645996,0.0,0.0,0.0
ARHGAP29,0.6931471824645996,0.0,0.0,0.0
GSE1,0.6931471824645996,0.0,0.0,0.0
MAP4K4,0.6931471824645996,0.0,0.0,0.0
TANC1,0.6931471824645996,0.0,0.0,0.0
FRMD4B,0.6931471824645996,0.0,0.0,0.0
ZFHX3,0.6931471824645996,0.0,0.0,0.0
WWTR1,0.6931471824645996,0.0,0.0,0.0
MTSS1,0.6931471824645996,0.0,0.0,0.0
KLHL5,0.6931471824645996,0.0,0.0,0.0
HMBOX1,0.6931471824645996,0.0,0.0,0.0
RIN2,0.6931471824645996,0.0,0.0,0.0
RALGAPA2,0.6931471824645996,0.0,0.0,0.0
RFX3,0.6931471824645996,0.0,0.0,0.0
RNF115,0.6931471824645996,0.0,0.0,0.0
HIPK2,0.6931471824645996,0.0,0.0,0.0
CEP112,0.6931471824645996,0.0,0.0,0.0
RAP1B,0.6931471824645996,0.0,0.0,0.0
HERC1,0.6931471824645996,0.0,0.0,0.0
ARHGEF3,0.6931471824645996,0.0,0.0,0.0
RBFOX2,0.6931471824645996,0.0,0.0,0.0
KAT6A,0.6931471824645996,0.0,0.0,0.0
LRCH1,1.0986123085021973,0.0,0.0,0.0
DNAJC1,0.6931471824645996,0.0,0.0,0.0
ZDHHC14,0.6931471824645996,0.0,0.0,0.0
FRYL,0.6931471824645996,0.0,0.0,0.0
SORBS2,0.6931471824645996,0.0,0.0,0.0
GSK3B,0.6931471824645996,0.0,0.0,0.0
MT-CO1,0.6931471824645996,0.0,0.0,0.0
RAPGEF2,0.6931471824645996,0.0,0.0,0.0
ELF2,0.6931471824645996,0.0,0.0,0.0
DDX5,0.6931471824645996,0.0,0.0,0.0
EIF4G3,0.6931471824645996,0.0,0.0,0.0
ERC1,0.6931471824645996,0.0,0.0,0.0
COP1,0.6931471824645996,0.0,0.0,0.0
NUMB,0.6931471824645996,0.0,0.0,0.0
CTBP2,0.6931471824645996,0.0,0.0,0.0
KMT2E,0.6931471824645996,0.0,0.0,0.0
ARHGEF12,0.6931471824645996,0.0,0.0,0.0
HIP1,0.6931471824645996,0.0,0.0,0.0
TRIO,0.6931471824645996,0.0,0.0,0.0
PCM1,0.6931471824645996,0.0,0.0,0.0
TSPAN9,0.6931471824645996,0.0,0.0,0.0
PPP6R3,0.6931471824645996,0.0,0.0,0.0
VTI1A,0.6931471824645996,0.0,0.0,0.0
FAM172A,0.6931471824645996,0.0,0.0,0.0
