marker_ID,CM,EC,FB,MP,SMC
POSTN,0.0,3.2595449791097106,0.0,0.0,0.0
GIMAP4,0.0,2.610974952150049,0.0,1.392406075634088,0.0
ARHGAP29,0.0,4.094289180757408,2.8523646964699725,0.0,3.46764341043875
ANXA3,0.0,3.228206789980748,0.0,0.0,0.0
LPAR6,0.0,2.3915420532662606,0.0,1.7428737492762636,0.0
WARS,0.0,2.7348409205446056,0.0,0.0,0.0
IGFBP4,0.0,3.5979946690941973,2.9183582132402015,0.0,2.2348726412684274
TINAGL1,0.0,3.2379472727218253,0.0,0.0,3.9747965486275993
ADAM15,0.0,2.0274592010583383,0.0,0.0,0.0
ESAM,0.0,2.6874118141512318,0.0,0.0,2.173765022973148
CRIM1,0.0,2.7634992144436703,0.0,0.0,2.4563866949067124
TSPAN7,0.0,2.2392083600365744,0.0,0.0,0.0
ADGRL4,0.0,2.5131285870673574,0.0,0.0,0.0
NOSTRIN,0.0,2.951202075221228,0.0,0.0,0.0
EMCN,0.0,3.7296843149596697,0.0,0.0,0.0
FABP5,0.0,3.215504101241996,0.0,0.0,1.447865133119889
BTNL9,0.0,4.087147116836624,0.0,0.0,0.0
B2M,0.0,12.850721544577313,11.420775692186092,12.122601757026969,0.0
TMEM88,0.0,2.4770443044332446,0.0,0.0,0.0
FAM107A,0.0,3.345859940173214,0.0,0.0,0.0
VAMP5,0.0,3.887972867118367,3.529222202782228,0.0,0.0
LDB2,0.0,2.555071563206254,0.0,0.0,0.0
S1PR1,0.0,2.610204356612784,0.0,0.0,0.0
EGFL7,0.0,4.140164748592396,0.0,0.0,0.0
MMRN2,0.0,2.7509747423431956,0.0,0.0,0.0
CD34,0.0,3.2709523844043824,3.9314658949838845,0.0,0.0
CLEC14A,0.0,3.343638014724369,0.0,0.0,0.0
GIMAP7,0.0,4.4906128648711094,0.0,2.0576283477138473,0.0
CDH5,0.0,2.803558319022213,0.0,0.0,0.0
ANXA2,0.0,4.852503059611004,6.42591953113252,0.0,0.0
CLDN5,0.0,2.8162753888025023,0.0,0.0,0.0
F8,0.0,4.552658389470661,0.0,0.0,0.0
PLSCR1,0.0,2.393904836724945,0.0,1.5402760735365566,0.0
HLA-DRB5,0.0,3.39214256087545,0.0,3.6080323954924767,0.0
TGM2,4.834229638530955,4.315198797503276,0.0,0.0,0.0
SOX18,0.0,2.1247578268974414,0.0,0.0,0.0
HLA-DRA,0.0,3.539326494920248,0.0,4.712756409334274,0.0
HLA-C,0.0,6.455970394626439,0.0,6.088083080159405,0.0
HLA-E,0.0,9.052818470617746,6.138011523844402,6.86603952835261,0.0
HLA-F,0.0,2.1130953688657534,0.0,1.3039732101277963,0.0
HLA-A,0.0,7.019409323971674,5.320408715307816,6.099064098396236,0.0
ITGA1,0.0,2.9380507167017806,0.0,0.0,2.6150089787892887
HLA-DPA1,0.0,2.1915548590798126,0.0,3.488794693025888,0.0
HLA-B,0.0,9.488409024974057,0.0,8.606445653515745,0.0
INMT,0.0,1.91947405769126,1.6585667494123109,0.0,0.0
SHANK3,0.0,3.4471177382068205,0.0,0.0,0.0
