marker_ID,CM,EC,FB,MP,SMC
PDHA1,7.581847230516501,0.0,0.0,0.0,0.0
IDH2,7.281612438236994,0.0,0.0,0.0,0.0
DMD,7.128432249386069,0.0,0.0,0.0,0.0
FBXO40,6.916001602174243,0.0,0.0,0.0,0.0
PPM1K,7.470064963337672,0.0,0.0,0.0,0.0
TIMM8B,7.715166352320609,0.0,0.0,0.0,0.0
NDUFS1,7.6919521109782485,0.0,0.0,0.0,0.0
CH17-472G23.4,6.940065342991648,0.0,0.0,0.0,0.0
SORBS1,7.9244075258207785,0.0,0.0,0.0,0.0
PRKAA2,6.534926000376655,0.0,0.0,0.0,0.0
CFL2,7.530523920734385,0.0,0.0,0.0,0.0
SH3RF2,7.418607016196961,0.0,0.0,0.0,0.0
CLGN,6.415136526058727,0.0,0.0,0.0,0.0
GBAS,7.586491173739319,0.0,0.0,0.0,0.0
RP11-34P1.2,6.545649619870387,0.0,0.0,0.0,0.0
G0S2,6.5992836850067,0.0,0.0,0.0,0.0
SYNM,7.620235020682017,0.0,0.0,0.0,0.0
TRIM63,6.424080214122904,0.0,0.0,0.0,0.0
ACAT1,7.478187412958,0.0,0.0,0.0,0.0
SORBS2,7.759268812330701,0.0,0.0,0.0,0.0
NDUFB1P1,6.695212171854235,0.0,0.0,0.0,0.0
PTGDS,7.026762805382891,0.0,0.0,0.0,0.0
RP11-480I12.2,6.418788450281124,0.0,0.0,0.0,0.0
UQCRC2,7.671774243982192,0.0,0.0,0.0,0.0
EIF1B,7.378503790122638,0.0,0.0,0.0,0.0
MFN2,6.681755754129131,0.0,0.0,0.0,0.0
SDHB,7.091677488966054,0.0,0.0,0.0,0.0
CISD1,6.5704942823855275,0.0,0.0,0.0,0.0
COX7CP1,6.457743195157452,0.0,0.0,0.0,0.0
PFKM,6.832100434989659,0.0,0.0,0.0,0.0
SDHA,6.3646732550377125,0.0,0.0,0.0,0.0
SRL,6.3494227724351,0.0,0.0,0.0,0.0
NNT,6.637125265342089,0.0,0.0,0.0,0.0
RP11-638I2.10,6.225678656519739,0.0,0.0,0.0,0.0
KIF1C,6.944454005548155,0.0,0.0,0.0,0.0
ATP5JP1,7.214829633918613,0.0,0.0,0.0,0.0
VDAC1,6.502014578847658,0.0,0.0,0.0,0.0
RP11-663P9.2,6.7738843797185035,0.0,0.0,0.0,0.0
MRPS36,6.718583380347315,0.0,0.0,0.0,0.0
DECR1,6.41926548663463,0.0,0.0,0.0,0.0
COX14,7.493883092697728,0.0,0.0,0.0,0.0
ATP5F1,7.306274860799118,0.0,0.0,0.0,0.0
SUCLG1,7.07757973836745,0.0,0.0,0.0,0.0
AP000361.2,7.015309506749599,0.0,0.0,0.0,0.0
MSRB2,6.372754067920859,0.0,0.0,0.0,0.0
KLHL31,5.910060794031519,0.0,0.0,0.0,0.0
MRPS33,6.568740796646459,0.0,0.0,0.0,0.0
MYOM3,5.846976807003691,0.0,0.0,0.0,0.0
RP11-532N4.2,5.812583271447844,0.0,0.0,0.0,0.0
BZW2,6.240774097361226,0.0,0.0,0.0,0.0
TXLNB,5.934388222484432,0.0,0.0,0.0,0.0
NDUFB5,6.7875543514855785,0.0,0.0,0.0,0.0
PKIA,6.343817348694423,0.0,0.0,0.0,0.0
FAM162A,6.674164769362653,0.0,0.0,0.0,0.0
COX17P1,6.842030640052341,0.0,0.0,0.0,0.0
WI2-1896O14.1,6.2070359375075315,0.0,0.0,0.0,0.0
GOT2,6.520618538677362,0.0,0.0,0.0,0.0
VDAC3,6.698274023669221,0.0,0.0,0.0,0.0
FITM1,6.192622798719946,0.0,0.0,0.0,0.0
PPP1R1A,6.420892157327386,0.0,0.0,0.0,0.0
POPDC2,6.23423605559596,0.0,0.0,0.0,0.0
ETFA,6.883971789601669,0.0,0.0,0.0,0.0
NDRG4,7.197279258587765,0.0,0.0,0.0,0.0
ACADM,6.698998418245557,0.0,0.0,0.0,0.0
MRPL57,7.435880521349259,0.0,0.0,0.0,0.0
FBXO32,5.976441391049173,0.0,0.0,0.0,0.0
SAMD4A,6.197625424746003,0.0,0.0,0.0,0.0
ATP5D,6.833323603906713,0.0,0.0,0.0,0.0
PKM,6.766437857827476,0.0,0.0,0.0,0.0
ACADVL,7.284981901709643,0.0,0.0,0.0,0.0
CYC1,7.267359575435011,0.0,0.0,0.0,0.0
NDUFA10,6.929319943024198,0.0,0.0,0.0,0.0
DLD,6.802562140165031,0.0,0.0,0.0,0.0
MPC2,7.106209818789223,0.0,0.0,0.0,0.0
SLMAP,6.469438124739506,0.0,0.0,0.0,0.0
CS,6.193625912655687,0.0,0.0,0.0,0.0
SLC41A1,5.538459864802568,0.0,0.0,0.0,0.0
MLIP,5.660009445089848,0.0,0.0,0.0,0.0
MAPKAPK3,5.731159647074422,0.0,0.0,0.0,0.0
RRAD,6.574134004884637,0.0,0.0,0.0,0.0
SMYD1,5.608547825392242,0.0,0.0,0.0,0.0
MIR4458HG,6.58726317821984,0.0,0.0,0.0,0.0
MZT2A,6.712316126705509,0.0,0.0,0.0,0.0
SLC38A1,5.469582364554778,0.0,0.0,0.0,0.0
MRPS25,6.381259881108154,0.0,0.0,0.0,0.0
TIMM8BP2,5.92456657071378,0.0,0.0,0.0,0.0
RABGAP1L,6.251508826432081,0.0,0.0,0.0,0.0
HSPA9,6.75134658481838,0.0,0.0,0.0,0.0
SLC4A3,5.492719811329511,0.0,0.0,0.0,0.0
MZT2B,6.9435874742580115,0.0,0.0,0.0,0.0
BOLA3,6.514975625026819,0.0,0.0,0.0,0.0
NDUFS8,6.755542391016488,0.0,0.0,0.0,0.0
OXCT1,5.923225824112507,0.0,0.0,0.0,0.0
EIF1AY,6.36773645954621,0.0,0.0,0.0,0.0
ETFB,6.338234158630074,0.0,0.0,0.0,0.0
FAM134B,5.112920208180256,0.0,0.0,0.0,0.0
NR4A3,5.929194579210797,0.0,0.0,0.0,0.0
PPP1R3C,5.717083201269414,0.0,0.0,0.0,0.0
NDUFS4,6.498221935476463,0.0,0.0,0.0,0.0
LRRC2,5.023913510273782,0.0,0.0,0.0,0.0
LPL,6.92199788154084,0.0,0.0,0.0,0.0
UNC45B,5.43903246196924,0.0,0.0,0.0,0.0
SFRP1,5.2150509158594724,0.0,0.0,0.0,0.0
LINC00116,6.352908029224879,0.0,0.0,0.0,0.0
DUSP3,6.124568516134932,0.0,0.0,0.0,0.0
RBPMS2,5.952364812618047,0.0,0.0,0.0,0.0
ATP5HP4,5.642756195799107,0.0,0.0,0.0,0.0
ATPAF1,6.184304567289429,0.0,0.0,0.0,0.0
DDX1,6.779573680962022,0.0,0.0,0.0,0.0
RCAN2,6.315200911345733,0.0,0.0,0.0,0.0
MYLK3,5.162569331044867,0.0,0.0,0.0,0.0
PRR34-AS1,5.906206475079193,0.0,0.0,0.0,0.0
USP13,5.285281115659342,0.0,0.0,0.0,0.0
VDAC2,6.7966722546722576,0.0,0.0,0.0,0.0
GPI,6.261378113403649,0.0,0.0,0.0,0.0
ATP5L2,6.178217183312993,0.0,0.0,0.0,0.0
ABRA,4.671346924568485,0.0,0.0,0.0,0.0
PTP4A3,6.490258199193036,0.0,0.0,0.0,0.0
NDUFB11,6.056429633752753,0.0,0.0,0.0,0.0
KIF22,6.362668764343451,0.0,0.0,0.0,0.0
IMMT,5.912513126657851,0.0,0.0,0.0,0.0
ANK3,5.277259457426191,0.0,0.0,0.0,0.0
CMC2,5.711983042162664,0.0,0.0,0.0,0.0
SMIM4,5.81229294010405,0.0,0.0,0.0,0.0
LAPTM4B,5.375807882857225,0.0,0.0,0.0,0.0
HADH,5.553529431676044,0.0,0.0,0.0,0.0
PHYH,6.159998235095268,0.0,0.0,0.0,0.0
FHL2,5.971243415646472,0.0,0.0,0.0,0.0
NDUFS5P3,5.774245902078332,0.0,0.0,0.0,0.0
RAMP1,5.4000966386110445,0.0,0.0,0.0,0.0
FH,5.2553548320216645,0.0,0.0,0.0,0.0
EEF1A2,5.098428103351643,0.0,0.0,0.0,0.0
HADHA,6.7313091335338475,0.0,0.0,0.0,0.0
REXO2,6.542850733753095,0.0,0.0,0.0,0.0
PDHB,6.328710416482311,0.0,0.0,0.0,0.0
TACC2,5.368371309521011,0.0,0.0,0.0,0.0
SH3BGR,4.777768941954662,0.0,0.0,0.0,0.0
ATP1B1,4.429184093881578,0.0,0.0,0.0,0.0
YBX1P1,5.609663153933346,0.0,0.0,0.0,0.0
NDUFS2,6.246904883282682,0.0,0.0,0.0,0.0
GADD45G,5.77580036378412,0.0,0.0,0.0,0.0
ANK1,5.058862249107858,0.0,0.0,0.0,0.0
ADPRHL1,4.853116750923366,0.0,0.0,0.0,0.0
RP11-321A17.3,5.558712371608081,0.0,0.0,0.0,0.0
ARHGAP5,6.374670250129323,0.0,0.0,0.0,0.0
PEBP4,4.624087184401695,0.0,0.0,0.0,0.0
AIFM1,5.008545784026118,0.0,0.0,0.0,0.0
CAMK2D,5.887939635024644,0.0,0.0,0.0,0.0
FIS1,6.9571842004510485,0.0,0.0,0.0,0.0
PACSIN3,4.784143924709617,0.0,0.0,0.0,0.0
LINC00998,5.279922932431244,0.0,0.0,0.0,0.0
ECHS1,6.388087882836812,0.0,0.0,0.0,0.0
RBM20,4.557856649964741,0.0,0.0,0.0,0.0
USMG5P1,5.721288124527944,0.0,0.0,0.0,0.0
RP11-356J5.12,4.692767710274023,0.0,0.0,0.0,0.0
TRAK1,5.729884663483931,0.0,0.0,0.0,0.0
RHOQ,5.542320211742498,0.0,0.0,0.0,0.0
YWHAG,5.912644476709126,0.0,0.0,0.0,0.0
RBM24,4.583521728614532,0.0,0.0,0.0,0.0
NDUFA5P11,5.01173861368221,0.0,0.0,0.0,0.0
GTF3C6,6.3482461327982325,0.0,0.0,0.0,0.0
NFE2L1,6.747914766181489,0.0,0.0,0.0,0.0
PPP1R3A,3.9587304919676125,0.0,0.0,0.0,0.0
NPY6R,4.483528246551029,0.0,0.0,0.0,0.0
MLF1,5.4606625755381994,0.0,0.0,0.0,0.0
ANK2,4.988748017833367,0.0,0.0,0.0,0.0
C7orf55,5.958765139243594,0.0,0.0,0.0,0.0
DCAF6,5.430899148696798,0.0,0.0,0.0,0.0
NGFRAP1,6.799552464481617,0.0,0.0,0.0,0.0
QKI,6.723727504865855,0.0,0.0,0.0,0.0
UGP2,6.195227364272235,0.0,0.0,0.0,0.0
LIMCH1,5.985273265586843,0.0,0.0,0.0,0.0
SNTA1,5.332541669755707,0.0,0.0,0.0,0.0
RPL3L,4.379291639650994,0.0,0.0,0.0,0.0
HSDL2,5.09972554614152,0.0,0.0,0.0,0.0
SYNPO,6.323695184785485,0.0,0.0,0.0,0.0
ATP5LP3,6.08357191503156,0.0,0.0,0.0,0.0
NDUFA2,6.610926841752389,0.0,0.0,0.0,0.0
DYNLL2,5.566145864238205,0.0,0.0,0.0,0.0
TMEM182,4.267865573184204,0.0,0.0,0.0,0.0
DDIT3,5.580467785684944,0.0,0.0,0.0,0.0
ECH1,6.747914766181489,0.0,0.0,0.0,0.0
TMX4,5.904050739474592,0.0,0.0,0.0,0.0
PSMD8,6.2801579405565935,0.0,0.0,0.0,0.0
ATP5A1P2,4.911575671427864,0.0,0.0,0.0,0.0
FKBP3,5.033353736105894,0.0,0.0,0.0,0.0
KCNIP2,4.9854726112497705,0.0,0.0,0.0,0.0
MRPL20,6.130484560730586,0.0,0.0,0.0,0.0
MRPL51,6.492973987060313,0.0,0.0,0.0,0.0
PDCD5,6.676571362792096,0.0,0.0,0.0,0.0
MT-TC,4.897261345399877,0.0,0.0,0.0,0.0
OGDH,4.911456746866578,0.0,0.0,0.0,0.0
SNRPN,5.811712458986358,0.0,0.0,0.0,0.0
VEGFB,5.493120271927404,0.0,0.0,0.0,0.0
CPEB4,5.216940621146809,0.0,0.0,0.0,0.0
AC007016.3,5.08636439521645,0.0,0.0,0.0,0.0
SLC25A11,5.434593329655401,0.0,0.0,0.0,0.0
ACAA2,5.102269389733292,0.0,0.0,0.0,0.0
AURKAIP1,6.228194124647147,0.0,0.0,0.0,0.0
PARM1,4.889961752018028,0.0,0.0,0.0,0.0
MTUS2,4.00306271683523,0.0,0.0,0.0,0.0
NDUFA9,5.82590563036002,0.0,0.0,0.0,0.0
IDH3B,5.594240714976531,0.0,0.0,0.0,0.0
RP11-485M7.1,5.165150202815243,0.0,0.0,0.0,0.0
OBSCN,4.811532744167623,0.0,0.0,0.0,0.0
GSTO1,6.552761329200445,0.0,0.0,0.0,0.0
FITM2,4.299177369462186,0.0,0.0,0.0,0.0
MAP7D1,5.445894008477609,0.0,0.0,0.0,0.0
HEBP2,5.171933540621513,0.0,0.0,0.0,0.0
GPD1L,4.554847128931762,0.0,0.0,0.0,0.0
ATP5LP2,5.517696579041799,0.0,0.0,0.0,0.0
TMEM261,5.4402058023217865,0.0,0.0,0.0,0.0
C17orf89,5.276352047642796,0.0,0.0,0.0,0.0
SLC6A8,4.6419224384970885,0.0,0.0,0.0,0.0
ADSSL1,4.537435569105597,0.0,0.0,0.0,0.0
PRNP,5.288713219836468,0.0,0.0,0.0,0.0
ATP6V1D,4.758554932046627,0.0,0.0,0.0,0.0
CALM3,5.366937813826672,0.0,0.0,0.0,0.0
NCAM1,4.266855682589931,0.0,0.0,0.0,0.0
DUSP27,3.808989105885438,0.0,0.0,0.0,0.0
TIMM21,4.554173203891511,0.0,0.0,0.0,0.0
CHCHD3,4.617873198665743,0.0,0.0,0.0,0.0
USP28,4.467315649023213,0.0,0.0,0.0,0.0
CALU,5.978169750505581,0.0,0.0,0.0,0.0
HACD1,4.568950397281959,0.0,0.0,0.0,0.0
NDUFS3,5.506033501619756,0.0,0.0,0.0,0.0
BAG3,5.507798775029675,0.0,0.0,0.0,0.0
DTNA,4.38948909544866,0.0,0.0,0.0,0.0
STARD7,5.162500650892356,0.0,0.0,0.0,0.0
PGM1,4.107294106876537,0.0,0.0,0.0,0.0
CLTB,5.827332009564914,0.0,0.0,0.0,0.0
SCAPER,4.964574073340427,0.0,0.0,0.0,0.0
NUDT4,5.835802217538461,0.0,0.0,0.0,0.0
RP11-475J5.5,5.3255929509186215,0.0,0.0,0.0,0.0
H2AFV,6.033581033505746,0.0,0.0,0.0,0.0
ALPK2,3.3154084426684522,0.0,0.0,0.0,0.0
FLJ44511,4.780459863755477,0.0,0.0,0.0,0.0
CLIC5,5.881999835672227,0.0,0.0,0.0,0.0
PPIF,4.358472449962083,0.0,0.0,0.0,0.0
POLR2I,6.13415007982676,0.0,0.0,0.0,0.0
COX7A2P2,5.242278197697092,0.0,0.0,0.0,0.0
SGCA,4.846975425521707,0.0,0.0,0.0,0.0
GTF3A,5.661792395443472,0.0,0.0,0.0,0.0
NDUFV2P1,5.254436308490027,0.0,0.0,0.0,0.0
SLC2A4,4.206678087329466,0.0,0.0,0.0,0.0
COX6CP1,4.9571239831480565,0.0,0.0,0.0,0.0
CCSER2,5.461765500360796,0.0,0.0,0.0,0.0
GABARAPL1,5.854397891808488,0.0,0.0,0.0,0.0
ETFDH,4.294058042828095,0.0,0.0,0.0,0.0
RAB21,5.200835706361412,0.0,0.0,0.0,0.0
PDK4,6.782129917694014,0.0,0.0,0.0,0.0
FXR1,5.698300146430979,0.0,0.0,0.0,0.0
CH17-472G23.1,4.379291639650994,0.0,0.0,0.0,0.0
VCL,6.124148259525013,0.0,0.0,0.0,0.0
GPNMB,4.982402828545653,0.0,0.0,0.0,0.0
HTATSF1,4.9676449699403955,0.0,0.0,0.0,0.0
ZNF330,4.467756616242306,0.0,0.0,0.0,0.0
NAP1L4,5.628146758681178,0.0,0.0,0.0,0.0
MTRNR2L4,5.612220579125354,0.0,0.0,0.0,0.0
CRYM,3.757129834105571,0.0,0.0,0.0,0.0
AK3,4.891859130807215,0.0,0.0,0.0,0.0
KIF21A,2.7430445333325784,0.0,0.0,0.0,0.0
MRPL35,3.871808576480543,0.0,0.0,0.0,0.0
UBE2B,6.261362317608416,0.0,0.0,0.0,0.0
EIF3A,6.5796765647110425,0.0,0.0,0.0,0.0
ZSCAN16-AS1,4.579970622501892,0.0,0.0,0.0,0.0
PRKACA,4.811532744167623,0.0,0.0,0.0,0.0
PLCXD3,4.019062944268411,0.0,0.0,0.0,0.0
PCBD1,4.680146253226227,0.0,0.0,0.0,0.0
NAA38,6.620775972650284,0.0,0.0,0.0,0.0
YBX1P10,4.740841010084177,0.0,0.0,0.0,0.0
AC093106.5,4.6454676296904065,0.0,0.0,0.0,0.0
NARS,5.634673717588373,0.0,0.0,0.0,0.0
ECI2,5.033243133918327,0.0,0.0,0.0,0.0
SLC16A7,3.453017981008481,0.0,0.0,0.0,0.0
TPT1P9,5.950509312762455,0.0,0.0,0.0,0.0
AKAP1,4.265627308336217,0.0,0.0,0.0,0.0
MRPS21,6.246904883282682,0.0,0.0,0.0,0.0
RRAGD,4.193158792139598,0.0,0.0,0.0,0.0
COQ10A,4.06173486258086,0.0,0.0,0.0,0.0
OPTN,5.811575012058498,0.0,0.0,0.0,0.0
AKR1B1,5.342030237850788,0.0,0.0,0.0,0.0
KPNA4,4.808004097729555,0.0,0.0,0.0,0.0
MRAS,4.428397526568338,0.0,0.0,0.0,0.0
GADD45A,4.938967594761057,0.0,0.0,0.0,0.0
ANXA11,6.216591543425142,0.0,0.0,0.0,0.0
ATP1A2,4.699382388129378,0.0,0.0,0.0,0.0
INADL,3.823969444757349,0.0,0.0,0.0,0.0
PDLIM3,5.808143241666317,0.0,0.0,0.0,0.0
PDE1C,3.4779869345204255,0.0,0.0,0.0,0.0
BNIP3,4.378526433443557,0.0,0.0,0.0,0.0
TIMMDC1,4.844389967695743,0.0,0.0,0.0,0.0
TRAK2,4.638483672387057,0.0,0.0,0.0,0.0
COX5AP2,4.006786936428447,0.0,0.0,0.0,0.0
MAFB,4.672301864456192,0.0,0.0,0.0,0.0
PRDX3,6.10589371807344,0.0,0.0,0.0,0.0
GLRX5,4.715184946985694,0.0,0.0,0.0,0.0
MTFR1L,4.854219966342283,0.0,0.0,0.0,0.0
HIGD2A,4.922226107054713,0.0,0.0,0.0,0.0
COX20P1,4.404911120503406,0.0,0.0,0.0,0.0
MRPL21,4.660611253054381,0.0,0.0,0.0,0.0
HIPK2,5.594240714976531,0.0,0.0,0.0,0.0
LGALS3BP,5.208357034454707,0.0,0.0,0.0,0.0
MYO18B,2.469946581098394,0.0,0.0,0.0,0.0
GYG1,4.7846416701190435,0.0,0.0,0.0,0.0
CISD3,5.978608629642158,0.0,0.0,0.0,0.0
ACYP2,4.456836881840264,0.0,0.0,0.0,0.0
MKKS,5.464947066237572,0.0,0.0,0.0,0.0
HSPB2,4.561147577558114,0.0,0.0,0.0,0.0
PABPC4,4.835012159844785,0.0,0.0,0.0,0.0
NEK7,4.0568334649091184,0.0,0.0,0.0,0.0
EGLN3,3.5277237318780434,0.0,0.0,0.0,0.0
SPAG7,4.6489147229883,0.0,0.0,0.0,0.0
AP1S2,5.080998961405035,0.0,0.0,0.0,0.0
PTP4A2,5.508829561144299,0.0,0.0,0.0,0.0
SLC16A1,3.9690396639272025,0.0,0.0,0.0,0.0
MRPS15,4.170370149833499,0.0,0.0,0.0,0.0
HK1,4.423762211173173,0.0,0.0,0.0,0.0
PLCL1,3.817686105526535,0.0,0.0,0.0,0.0
DNAJC21,4.212263061385242,0.0,0.0,0.0,0.0
MRPS9,3.12137867459339,0.0,0.0,0.0,0.0
DNAJC19,4.582633060828651,0.0,0.0,0.0,0.0
VEGFA,4.781398824553544,0.0,0.0,0.0,0.0
MRPL12,4.069144303579561,0.0,0.0,0.0,0.0
TUFM,4.673961371753532,0.0,0.0,0.0,0.0
PDE3A,2.3580098764248874,0.0,0.0,0.0,0.0
TRIM54,2.8794744331700683,0.0,0.0,0.0,0.0
MYH7B,2.4727378736180925,0.0,0.0,0.0,0.0
AC011242.5,3.0397665521023116,0.0,0.0,0.0,0.0
SUCLG2,4.892468732345328,0.0,0.0,0.0,0.0
TTC1,5.549513332112261,0.0,0.0,0.0,0.0
FUNDC2,4.716614018750984,0.0,0.0,0.0,0.0
MRPS23,4.779385003172582,0.0,0.0,0.0,0.0
SUCLA2,4.174795894411983,0.0,0.0,0.0,0.0
LARGE,4.110730094751429,0.0,0.0,0.0,0.0
PERP,3.6161902107379773,0.0,0.0,0.0,0.0
GJA1,4.836091254922662,0.0,0.0,0.0,0.0
MAPKAPK2,3.8448919854109613,0.0,0.0,0.0,0.0
MRFAP1,5.683138749207413,0.0,0.0,0.0,0.0
CMC1,5.254650575533456,0.0,0.0,0.0,0.0
SGCG,2.1363503899356755,0.0,0.0,0.0,0.0
MRPL27,4.997551391265911,0.0,0.0,0.0,0.0
SSBP1,5.9478615550842715,0.0,0.0,0.0,0.0
MTND4LP1,4.9005838663737915,0.0,0.0,0.0,0.0
ZNF271P,5.159756276087975,0.0,0.0,0.0,0.0
TMEM120A,4.380480189126375,0.0,0.0,0.0,0.0
MT-TI,4.58269585288632,0.0,0.0,0.0,0.0
USP47,5.493375171007699,0.0,0.0,0.0,0.0
LDHBP2,3.7577476457023358,0.0,0.0,0.0,0.0
DNAJC15,4.754263131873972,0.0,0.0,0.0,0.0
ATP5LP4,4.5557401521576475,0.0,0.0,0.0,0.0
SET,5.70089540368883,0.0,0.0,0.0,0.0
OPA1,3.9521176934692352,0.0,0.0,0.0,0.0
DCXR,4.5605802238952915,0.0,0.0,0.0,0.0
BAG1,4.993956883768068,0.0,0.0,0.0,0.0
MTIF3,4.193158792139598,0.0,0.0,0.0,0.0
MRPS18B,4.968463400072487,0.0,0.0,0.0,0.0
NCOA4,4.715195222624059,0.0,0.0,0.0,0.0
LINC00493,5.294688937067595,0.0,0.0,0.0,0.0
RP11-39K24.4,4.894166126052598,0.0,0.0,0.0,0.0
CHCHD2,5.617080788427265,0.0,0.0,0.0,0.0
YBX1P2,4.120049218596324,0.0,0.0,0.0,0.0
PEA15,5.908640576950573,0.0,0.0,0.0,0.0
CITED2,3.6284084850864198,0.0,0.0,0.0,0.0
MTATP8P2,4.701089484991053,0.0,0.0,0.0,0.0
SNRPC,5.839722290689583,0.0,0.0,0.0,0.0
UQCRHP2,3.1186640781057244,0.0,0.0,0.0,0.0
ECI1,3.202363916828078,0.0,0.0,0.0,0.0
MT-TL2,4.651351618568136,0.0,0.0,0.0,0.0
COX20,3.861418034555498,0.0,0.0,0.0,0.0
ZNF358,4.381978711956096,0.0,0.0,0.0,0.0
OXA1L,4.090522399351986,0.0,0.0,0.0,0.0
GADD45GIP1,5.024889497713868,0.0,0.0,0.0,0.0
MRPL15,3.681574443576789,0.0,0.0,0.0,0.0
SNRNP25,2.938229926418419,0.0,0.0,0.0,0.0
RWDD1,5.107673714907077,0.0,0.0,0.0,0.0
PRKAG2,3.471222356531911,0.0,0.0,0.0,0.0
UBE3A,4.718775949296702,0.0,0.0,0.0,0.0
MRPL24,4.945464135802928,0.0,0.0,0.0,0.0
NDUFAF3,5.411442561284267,0.0,0.0,0.0,0.0
ALKBH7,4.221582820057676,0.0,0.0,0.0,0.0
ATP5HP2,3.92808320614382,0.0,0.0,0.0,0.0
S100A1,3.1963995982774653,0.0,0.0,0.0,0.0
C14orf166,5.075664841559935,0.0,0.0,0.0,0.0
OTUD6B-AS1,5.008545784026118,0.0,0.0,0.0,0.0
THOC7,3.823824645522583,0.0,0.0,0.0,0.0
AAMDC,4.63900765619688,0.0,0.0,0.0,0.0
MAP1LC3B,5.450877281273796,0.0,0.0,0.0,0.0
MOCS2,3.1586759886121967,0.0,0.0,0.0,0.0
RP11-474J18.1,4.575318390105688,0.0,0.0,0.0,0.0
MINOS1P2,4.596129317875522,0.0,0.0,0.0,0.0
MRPL34,4.23621078548011,0.0,0.0,0.0,0.0
TIMM17A,4.1437750446336254,0.0,0.0,0.0,0.0
NENF,4.9661581820249365,0.0,0.0,0.0,0.0
NRD1,5.001180873503577,0.0,0.0,0.0,0.0
ITGAV,3.996026055060127,0.0,0.0,0.0,0.0
HIBADH,3.00063349456497,0.0,0.0,0.0,0.0
RPS27L,6.518578543662341,0.0,0.0,0.0,0.0
RP11-334L9.1,3.770584899108581,0.0,0.0,0.0,0.0
CUL4A,3.967468235887633,0.0,0.0,0.0,0.0
UQCRFS1P1,3.342540288271687,0.0,0.0,0.0,0.0
HDDC2,4.055721278102562,0.0,0.0,0.0,0.0
TIMM13,4.960634228922262,0.0,0.0,0.0,0.0
SDHD,5.956120179889338,0.0,0.0,0.0,0.0
MRPL16,4.142826430799571,0.0,0.0,0.0,0.0
PFKP,3.9695155349762152,0.0,0.0,0.0,0.0
CH507-513H4.4,3.1844648668345017,0.0,0.0,0.0,0.0
POLR2J,5.746536829618386,0.0,0.0,0.0,0.0
PYGB,3.943535916836439,0.0,0.0,0.0,0.0
KIAA0232,3.295042896388338,0.0,0.0,0.0,0.0
PCM1,5.953108317881794,0.0,0.0,0.0,0.0
C19orf53,5.97119204708231,0.0,0.0,0.0,0.0
EIF3H,5.094053241645984,0.0,0.0,0.0,0.0
LSM3,5.894342319263999,0.0,0.0,0.0,0.0
SSR3,4.583819635264039,0.0,0.0,0.0,0.0
ATP5C1P1,3.828767617370901,0.0,0.0,0.0,0.0
DNAJB11,5.683807226231359,0.0,0.0,0.0,0.0
SVIP,4.831578310958363,0.0,0.0,0.0,0.0
GAMT,3.517308143688852,0.0,0.0,0.0,0.0
LRRFIP2,4.252137016255881,0.0,0.0,0.0,0.0
CD151,5.382730272662936,0.0,0.0,0.0,0.0
RP11-434J24.2,4.319229686550121,0.0,0.0,0.0,0.0
SUB1,5.397206788114477,0.0,0.0,0.0,0.0
NOMO2,3.5049680706314073,0.0,0.0,0.0,0.0
PCMT1,4.779974452156219,0.0,0.0,0.0,0.0
GAPDHP40,3.782885042935333,0.0,0.0,0.0,0.0
PLEKHA5,4.500455358833102,0.0,0.0,0.0,0.0
RMDN1,3.2252451114888774,0.0,0.0,0.0,0.0
MRPL14,4.131402806471719,0.0,0.0,0.0,0.0
MORF4L1P1,5.537657408676233,0.0,0.0,0.0,0.0
NFIC,4.4968176912306115,0.0,0.0,0.0,0.0
PPP2R1A,4.1209376206325175,0.0,0.0,0.0,0.0
PSMC3,5.867840340203786,0.0,0.0,0.0,0.0
PRRT1,3.895289497035115,0.0,0.0,0.0,0.0
OCIAD1,4.79017255910928,0.0,0.0,0.0,0.0
MRPL36,4.703740430692842,0.0,0.0,0.0,0.0
S100A13,4.861679424944235,0.0,0.0,0.0,0.0
NOL7,5.583535328747227,0.0,0.0,0.0,0.0
PSMB7,4.8519272031240845,0.0,0.0,0.0,0.0
WNK1,5.920058395006589,0.0,0.0,0.0,0.0
USO1,3.8540598031712223,0.0,0.0,0.0,0.0
SDHC,3.1844344225873793,0.0,0.0,0.0,0.0
SNHG6,4.129539751061774,0.0,0.0,0.0,0.0
VCP,5.463011799428996,0.0,0.0,0.0,0.0
AC007383.6,3.214616528294884,0.0,0.0,0.0,0.0
DANCR,3.873184712901247,0.0,0.0,0.0,0.0
MT-TM,6.077951883076637,0.0,0.0,0.0,0.0
COPS5,3.214616528294884,0.0,0.0,0.0,0.0
COMMD1,4.883710733316499,0.0,0.0,0.0,0.0
IPO7,3.335619029509581,0.0,0.0,0.0,0.0
RP3-477M7.6,4.893182517214261,0.0,0.0,0.0,0.0
PSMD2,4.148728030485248,0.0,0.0,0.0,0.0
RNF115,4.787545255621154,0.0,0.0,0.0,0.0
REEP5,5.510764361746772,0.0,0.0,0.0,0.0
WNK3,5.52565130477974,0.0,0.0,0.0,0.0
NDUFV2,4.316540445931174,0.0,0.0,0.0,0.0
COA3,5.9719884720992535,0.0,0.0,0.0,0.0
ZNF91,3.2088564304920033,0.0,0.0,0.0,0.0
MRPS10,3.3900196068837736,0.0,0.0,0.0,0.0
MRPL22,5.405655388458659,0.0,0.0,0.0,0.0
